fecha;provincia;porcentaje_residentes_2a_dosis
29/11/2021;Salamanca;86,16076174
29/11/2021;Segovia;79,52670741
29/11/2021;Soria;83,0509428
29/11/2021;Valladolid;83,32830755
29/11/2021;Zamora;84,44556475
28/11/2021;Ávila;83,60247108
28/11/2021;Burgos;81,37928142
28/11/2021;León;82,06375879
28/11/2021;Salamanca;86,13524883
28/11/2021;Segovia;79,48174983
28/11/2021;Soria;83,04531749
28/11/2021;TotalCyL;82,97987656
28/11/2021;Palencia;82,84192339
28/11/2021;Zamora;84,4262199
28/11/2021;Valladolid;83,28720501
27/11/2021;Ávila;
27/11/2021;León;
27/11/2021;Palencia;
27/11/2021;Zamora;
27/11/2021;Salamanca;
27/11/2021;TotalCyL;
27/11/2021;Burgos;
27/11/2021;Segovia;
27/11/2021;Soria;
27/11/2021;Valladolid;
26/11/2021;Ávila;
26/11/2021;León;
26/11/2021;Palencia;
26/11/2021;Burgos;
26/11/2021;Salamanca;
26/11/2021;Soria;
26/11/2021;Zamora;
26/11/2021;TotalCyL;
26/11/2021;Segovia;
26/11/2021;Valladolid;
25/11/2021;León;82,01555958
25/11/2021;Palencia;82,80137973
25/11/2021;Segovia;79,44265628
25/11/2021;Ávila;83,53016542
25/11/2021;Burgos;81,32839368
25/11/2021;Soria;83,00819045
25/11/2021;Valladolid;83,26703787
25/11/2021;Zamora;84,41156471
25/11/2021;Salamanca;86,1000167
25/11/2021;TotalCyL;82,94146188
24/11/2021;León;81,94369894
24/11/2021;Palencia;82,75958858
24/11/2021;Zamora;84,3505991
24/11/2021;Ávila;83,50796631
24/11/2021;Burgos;81,2928841
24/11/2021;Salamanca;86,06873301
24/11/2021;Segovia;79,3944409
24/11/2021;Soria;82,91931056
24/11/2021;Valladolid;83,22497498
24/11/2021;TotalCyL;82,8940281
23/11/2021;Burgos;81,25681532
23/11/2021;Valladolid;83,19443617
23/11/2021;León;81,90251052
23/11/2021;Salamanca;86,04899087
23/11/2021;Palencia;82,71717367
23/11/2021;Ávila;83,48069312
23/11/2021;Soria;82,84955673
23/11/2021;TotalCyL;82,86020649
23/11/2021;Segovia;79,3592567
23/11/2021;Zamora;84,32597838
22/11/2021;Segovia;79,32211783
22/11/2021;Soria;82,84055623
22/11/2021;Zamora;84,29315075
22/11/2021;Ávila;83,47181348
22/11/2021;Salamanca;86,01649228
22/11/2021;TotalCyL;82,8303516
22/11/2021;Burgos;81,21347686
22/11/2021;León;81,87556278
22/11/2021;Palencia;82,68473874
22/11/2021;Valladolid;83,16697045
21/11/2021;Ávila;
21/11/2021;Burgos;
21/11/2021;León;
21/11/2021;Salamanca;
21/11/2021;Segovia;
21/11/2021;Zamora;
21/11/2021;TotalCyL;
21/11/2021;Soria;
21/11/2021;Valladolid;
21/11/2021;Palencia;
20/11/2021;Soria;
20/11/2021;Valladolid;
20/11/2021;Zamora;
20/11/2021;TotalCyL;
20/11/2021;Ávila;
20/11/2021;Palencia;
20/11/2021;León;
20/11/2021;Segovia;
20/11/2021;Burgos;
20/11/2021;Salamanca;
19/11/2021;Burgos;
19/11/2021;TotalCyL;
19/11/2021;Ávila;
19/11/2021;León;
19/11/2021;Zamora;
19/11/2021;Segovia;
19/11/2021;Valladolid;
19/11/2021;Palencia;
19/11/2021;Salamanca;
19/11/2021;Soria;
18/11/2021;Ávila;83,35637812
18/11/2021;Segovia;79,28041804
18/11/2021;Valladolid;83,05537896
18/11/2021;Zamora;84,23687481
18/11/2021;León;81,83459345
18/11/2021;Burgos;81,11505662
18/11/2021;Salamanca;85,96151802
18/11/2021;Palencia;82,63483885
18/11/2021;Soria;82,72805004
18/11/2021;TotalCyL;82,75423209
17/11/2021;Ávila;83,28534098
17/11/2021;Segovia;79,19506379
17/11/2021;Soria;82,71567436
17/11/2021;TotalCyL;82,69477285
17/11/2021;Palencia;82,57745398
17/11/2021;Zamora;84,17649542
17/11/2021;Valladolid;82,9981427
17/11/2021;Burgos;81,03676779
17/11/2021;Salamanca;85,93266413
17/11/2021;León;81,76842908
16/11/2021;Burgos;81,00097861
16/11/2021;Segovia;79,16834986
16/11/2021;Valladolid;82,98335347
16/11/2021;Salamanca;85,89955808
16/11/2021;Palencia;82,54439531
16/11/2021;Zamora;84,14835745
16/11/2021;TotalCyL;82,66825837
16/11/2021;León;81,73841411
16/11/2021;Soria;82,70104856
16/11/2021;Ávila;83,26694743
15/11/2021;Segovia;79,14359061
15/11/2021;Palencia;82,5032279
15/11/2021;Soria;82,6762972
15/11/2021;Valladolid;82,96856423
15/11/2021;Zamora;84,10263325
15/11/2021;León;81,70160744
15/11/2021;Salamanca;85,86705948
15/11/2021;Ávila;83,24982241
15/11/2021;Burgos;80,9808472
15/11/2021;TotalCyL;82,64090879
14/11/2021;Soria;82,61104361
14/11/2021;Palencia;82,43711055
14/11/2021;Salamanca;85,80631445
14/11/2021;Valladolid;82,93610475
14/11/2021;Zamora;84,02642624
14/11/2021;Ávila;83,20859549
14/11/2021;León;81,64639744
14/11/2021;Burgos;80,8958479
14/11/2021;TotalCyL;82,58399661
14/11/2021;Segovia;79,09211744
13/11/2021;Ávila;
13/11/2021;Zamora;
13/11/2021;Salamanca;
13/11/2021;León;
13/11/2021;Palencia;
13/11/2021;Segovia;
13/11/2021;Soria;
13/11/2021;Burgos;
13/11/2021;Valladolid;
13/11/2021;TotalCyL;
12/11/2021;Ávila;
12/11/2021;León;
12/11/2021;TotalCyL;
12/11/2021;Segovia;
12/11/2021;Zamora;
12/11/2021;Salamanca;
12/11/2021;Valladolid;
12/11/2021;Burgos;
12/11/2021;Palencia;
12/11/2021;Soria;
11/11/2021;Palencia;
11/11/2021;León;
11/11/2021;TotalCyL;
11/11/2021;Burgos;
11/11/2021;Valladolid;
11/11/2021;Salamanca;
11/11/2021;Zamora;
11/11/2021;Ávila;
11/11/2021;Soria;
11/11/2021;Segovia;
10/11/2021;Palencia;
10/11/2021;Ávila;
10/11/2021;Burgos;
10/11/2021;Valladolid;
10/11/2021;Zamora;
10/11/2021;León;
10/11/2021;Salamanca;
10/11/2021;Segovia;
10/11/2021;Soria;
10/11/2021;TotalCyL;
09/11/2021;Burgos;80,76359569
09/11/2021;TotalCyL;82,50219841
09/11/2021;León;81,57431771
09/11/2021;Salamanca;85,71914532
09/11/2021;Valladolid;82,90422146
09/11/2021;Zamora;83,92325369
09/11/2021;Ávila;83,13438705
09/11/2021;Soria;82,42090815
09/11/2021;Segovia;79,01783969
09/11/2021;Palencia;82,35727073
08/11/2021;León;
08/11/2021;Ávila;
08/11/2021;Burgos;
08/11/2021;Palencia;
08/11/2021;Segovia;
08/11/2021;Soria;
08/11/2021;Zamora;
08/11/2021;Valladolid;
08/11/2021;TotalCyL;
08/11/2021;Salamanca;
07/11/2021;Ávila;
07/11/2021;Palencia;
07/11/2021;Zamora;
07/11/2021;Soria;
07/11/2021;Valladolid;
07/11/2021;Burgos;
07/11/2021;León;
07/11/2021;Salamanca;
07/11/2021;Segovia;
07/11/2021;TotalCyL;
06/11/2021;León;
06/11/2021;Segovia;
06/11/2021;Zamora;
06/11/2021;Ávila;
06/11/2021;Burgos;
06/11/2021;Salamanca;
06/11/2021;TotalCyL;
06/11/2021;Palencia;
06/11/2021;Soria;
06/11/2021;Valladolid;
05/11/2021;Ávila;
05/11/2021;Burgos;
05/11/2021;Valladolid;
05/11/2021;Zamora;
05/11/2021;Palencia;
05/11/2021;Soria;
05/11/2021;TotalCyL;
05/11/2021;León;
05/11/2021;Salamanca;
05/11/2021;Segovia;
04/11/2021;Burgos;
04/11/2021;Segovia;
04/11/2021;Soria;
04/11/2021;TotalCyL;
04/11/2021;Valladolid;
04/11/2021;Ávila;
04/11/2021;Palencia;
04/11/2021;Zamora;
04/11/2021;León;
04/11/2021;Salamanca;
03/11/2021;Ávila;82,93966917
03/11/2021;Salamanca;85,58823976
03/11/2021;Soria;82,27239998
03/11/2021;TotalCyL;82,3230691
03/11/2021;Valladolid;82,7282872
03/11/2021;Burgos;80,48650916
03/11/2021;Palencia;82,15080994
03/11/2021;Segovia;78,8549499
03/11/2021;Zamora;83,75735691
03/11/2021;León;81,43213003
02/11/2021;Ávila;82,93586361
02/11/2021;Burgos;80,44932196
02/11/2021;León;81,41613666
02/11/2021;Palencia;82,11400877
02/11/2021;Zamora;83,72863273
02/11/2021;Segovia;78,82172038
02/11/2021;Soria;82,24314837
02/11/2021;Salamanca;85,57244605
02/11/2021;Valladolid;82,70754385
02/11/2021;TotalCyL;82,29981152
01/11/2021;Ávila;82,93205805
01/11/2021;Valladolid;82,68430363
01/11/2021;Zamora;83,70108097
01/11/2021;León;81,39313249
01/11/2021;Salamanca;85,56151194
01/11/2021;Soria;82,23752306
01/11/2021;Burgos;80,39396058
01/11/2021;Palencia;82,0990388
01/11/2021;Segovia;78,8054314
01/11/2021;TotalCyL;82,27613639
31/10/2021;Ávila;
31/10/2021;Burgos;
31/10/2021;León;
31/10/2021;Salamanca;
31/10/2021;Segovia;
31/10/2021;TotalCyL;
31/10/2021;Valladolid;
31/10/2021;Palencia;
31/10/2021;Soria;
31/10/2021;Zamora;
30/10/2021;TotalCyL;
30/10/2021;León;
30/10/2021;Soria;
30/10/2021;Valladolid;
30/10/2021;Salamanca;
30/10/2021;Segovia;
30/10/2021;Ávila;
30/10/2021;Burgos;
30/10/2021;Palencia;
30/10/2021;Zamora;
29/10/2021;Ávila;
29/10/2021;Soria;
29/10/2021;Zamora;
29/10/2021;Segovia;
29/10/2021;TotalCyL;
29/10/2021;Burgos;
29/10/2021;León;
29/10/2021;Palencia;
29/10/2021;Salamanca;
29/10/2021;Valladolid;
28/10/2021;Ávila;82,87116907
28/10/2021;TotalCyL;82,23855681
28/10/2021;Palencia;82,04477267
28/10/2021;Soria;82,14076774
28/10/2021;Zamora;83,68759819
28/10/2021;León;81,35501129
28/10/2021;Valladolid;82,66125547
28/10/2021;Burgos;80,34558926
28/10/2021;Salamanca;85,53721393
28/10/2021;Segovia;78,76568629
27/10/2021;Segovia;78,69271166
27/10/2021;Soria;82,04288736
27/10/2021;Valladolid;82,57367247
27/10/2021;Palencia;82,00859526
27/10/2021;Salamanca;85,46280126
27/10/2021;Ávila;82,77856708
27/10/2021;Burgos;80,21445547
27/10/2021;León;81,23714231
27/10/2021;Zamora;83,63718433
27/10/2021;TotalCyL;82,14682089
26/10/2021;Ávila;82,72211792
26/10/2021;Segovia;78,6282073
26/10/2021;Valladolid;82,5536974
26/10/2021;TotalCyL;82,10494054
26/10/2021;León;81,18981945
26/10/2021;Soria;82,03051168
26/10/2021;Burgos;80,15881448
26/10/2021;Palencia;81,98052657
26/10/2021;Salamanca;85,40266367
26/10/2021;Zamora;83,6125636
25/10/2021;Burgos;
25/10/2021;Valladolid;
25/10/2021;Salamanca;
25/10/2021;Segovia;
25/10/2021;TotalCyL;
25/10/2021;Palencia;
25/10/2021;Zamora;
25/10/2021;Ávila;
25/10/2021;León;
25/10/2021;Soria;
24/10/2021;León;
24/10/2021;Segovia;
24/10/2021;Valladolid;
24/10/2021;TotalCyL;
24/10/2021;Ávila;
24/10/2021;Palencia;
24/10/2021;Soria;
24/10/2021;Burgos;
24/10/2021;Salamanca;
24/10/2021;Zamora;
23/10/2021;Zamora;
23/10/2021;TotalCyL;
23/10/2021;León;
23/10/2021;Palencia;
23/10/2021;Salamanca;
23/10/2021;Valladolid;
23/10/2021;Segovia;
23/10/2021;Soria;
23/10/2021;Ávila;
23/10/2021;Burgos;
22/10/2021;Ávila;
22/10/2021;Salamanca;
22/10/2021;Segovia;
22/10/2021;León;
22/10/2021;Zamora;
22/10/2021;Soria;
22/10/2021;Valladolid;
22/10/2021;TotalCyL;
22/10/2021;Burgos;
22/10/2021;Palencia;
21/10/2021;Burgos;
21/10/2021;Soria;
21/10/2021;Zamora;
21/10/2021;Valladolid;
21/10/2021;TotalCyL;
21/10/2021;Palencia;
21/10/2021;Salamanca;
21/10/2021;Ávila;
21/10/2021;León;
21/10/2021;Segovia;
20/10/2021;Ávila;82,68977065
20/10/2021;León;81,17470242
20/10/2021;Segovia;78,60084181
20/10/2021;Valladolid;82,5039518
20/10/2021;TotalCyL;82,04343531
20/10/2021;Burgos;79,99552635
20/10/2021;Palencia;81,88509303
20/10/2021;Salamanca;85,34434843
20/10/2021;Soria;81,94388191
20/10/2021;Zamora;83,58559805
19/10/2021;León;81,13964845
19/10/2021;Burgos;79,94072417
19/10/2021;Segovia;78,55914203
19/10/2021;Soria;81,87525314
19/10/2021;Zamora;83,47480479
19/10/2021;TotalCyL;82,00088688
19/10/2021;Ávila;82,64220114
19/10/2021;Palencia;81,82271817
19/10/2021;Salamanca;85,31245729
19/10/2021;Valladolid;82,49069911
18/10/2021;Burgos;79,88759961
18/10/2021;Palencia;81,80151072
18/10/2021;Soria;81,82462535
18/10/2021;Valladolid;82,46688268
18/10/2021;León;81,12277873
18/10/2021;Segovia;78,53503434
18/10/2021;Ávila;82,62634463
18/10/2021;Salamanca;85,26689851
18/10/2021;Zamora;83,4601496
18/10/2021;TotalCyL;81,97136603
17/10/2021;Ávila;82,54896489
17/10/2021;Palencia;81,78217451
17/10/2021;Segovia;78,514836
17/10/2021;Soria;81,81900005
17/10/2021;Salamanca;85,23105894
17/10/2021;Valladolid;82,42251498
17/10/2021;Burgos;79,8490144
17/10/2021;León;81,11730155
17/10/2021;Zamora;83,45545994
17/10/2021;TotalCyL;81,94176168
16/10/2021;Ávila;
16/10/2021;Palencia;
16/10/2021;Valladolid;
16/10/2021;Zamora;
16/10/2021;TotalCyL;
16/10/2021;Burgos;
16/10/2021;Salamanca;
16/10/2021;Segovia;
16/10/2021;León;
16/10/2021;Soria;
15/10/2021;Ávila;
15/10/2021;León;
15/10/2021;Palencia;
15/10/2021;Salamanca;
15/10/2021;Zamora;
15/10/2021;TotalCyL;
15/10/2021;Burgos;
15/10/2021;Segovia;
15/10/2021;Valladolid;
15/10/2021;Soria;
14/10/2021;León;81,05880523
14/10/2021;Soria;81,67611719
14/10/2021;Palencia;81,70171094
14/10/2021;Salamanca;85,14571216
14/10/2021;Segovia;78,43860358
14/10/2021;Zamora;83,37749431
14/10/2021;TotalCyL;81,88580987
14/10/2021;Ávila;82,53691394
14/10/2021;Burgos;79,80008388
14/10/2021;Valladolid;82,40484472
13/10/2021;Ávila;82,43352953
13/10/2021;Burgos;79,69970642
13/10/2021;León;81,00447157
13/10/2021;Soria;81,59286261
13/10/2021;Palencia;81,61251489
13/10/2021;Salamanca;85,09590123
13/10/2021;Valladolid;82,34933708
13/10/2021;TotalCyL;81,82037965
13/10/2021;Segovia;78,40146471
13/10/2021;Zamora;83,33645977
12/10/2021;Ávila;82,37961741
12/10/2021;Burgos;79,61219069
12/10/2021;León;80,97708566
12/10/2021;Segovia;78,36628051
12/10/2021;Soria;81,50960803
12/10/2021;Zamora;83,32708045
12/10/2021;Valladolid;82,21508156
12/10/2021;TotalCyL;81,75231887
12/10/2021;Palencia;81,54826879
12/10/2021;Salamanca;85,04700147
11/10/2021;Ávila;
11/10/2021;Burgos;
11/10/2021;León;
11/10/2021;Palencia;
11/10/2021;Segovia;
11/10/2021;Soria;
11/10/2021;Zamora;
11/10/2021;Valladolid;
11/10/2021;Salamanca;
11/10/2021;TotalCyL;
10/10/2021;León;80,97248482
10/10/2021;Palencia;81,50086389
10/10/2021;Salamanca;85,00782092
10/10/2021;Soria;81,50623284
10/10/2021;Valladolid;82,19606683
10/10/2021;Ávila;82,36756647
10/10/2021;Burgos;79,51265203
10/10/2021;Segovia;78,31741357
10/10/2021;Zamora;83,32708045
10/10/2021;TotalCyL;81,71983341
09/10/2021;León;
09/10/2021;Segovia;
09/10/2021;Zamora;
09/10/2021;TotalCyL;
09/10/2021;Burgos;
09/10/2021;Palencia;
09/10/2021;Salamanca;
09/10/2021;Soria;
09/10/2021;Ávila;
09/10/2021;Valladolid;
08/10/2021;León;
08/10/2021;Salamanca;
08/10/2021;Segovia;
08/10/2021;Soria;
08/10/2021;Valladolid;
08/10/2021;Zamora;
08/10/2021;TotalCyL;
08/10/2021;Ávila;
08/10/2021;Burgos;
08/10/2021;Palencia;
07/10/2021;Ávila;82,24642277
07/10/2021;Salamanca;84,94677216
07/10/2021;Soria;81,32172269
07/10/2021;Valladolid;82,1326844
07/10/2021;TotalCyL;81,64070753
07/10/2021;León;80,92779101
07/10/2021;Segovia;78,26984975
07/10/2021;Burgos;79,3678177
07/10/2021;Palencia;81,41291534
07/10/2021;Zamora;83,28428729
06/10/2021;Ávila;82,1424041
06/10/2021;Burgos;79,31273592
06/10/2021;Palencia;81,40106412
06/10/2021;Segovia;78,20795163
06/10/2021;Soria;81,26884479
06/10/2021;TotalCyL;81,5981591
06/10/2021;León;80,86885652
06/10/2021;Salamanca;84,92156297
06/10/2021;Valladolid;82,11155692
06/10/2021;Zamora;83,26377002
05/10/2021;León;80,82613449
05/10/2021;Salamanca;84,88420477
05/10/2021;Segovia;78,17146431
05/10/2021;Soria;81,25196886
05/10/2021;Ávila;82,09800589
05/10/2021;Palencia;81,37174793
05/10/2021;Valladolid;82,0547048
05/10/2021;TotalCyL;81,5550261
05/10/2021;Burgos;79,2542989
05/10/2021;Zamora;83,25087345
04/10/2021;Palencia;81,34804548
04/10/2021;Segovia;78,14735662
04/10/2021;Valladolid;82,03184871
04/10/2021;TotalCyL;81,52567228
04/10/2021;Ávila;82,08468642
04/10/2021;León;80,81298925
04/10/2021;Salamanca;84,85474343
04/10/2021;Soria;81,16758922
04/10/2021;Zamora;83,23856309
04/10/2021;Burgos;79,1885922
03/10/2021;Ávila;82,04219099
03/10/2021;Burgos;79,18216133
03/10/2021;León;80,8000631
03/10/2021;Palencia;81,29315561
03/10/2021;Segovia;78,11021775
03/10/2021;Zamora;83,18580439
03/10/2021;Salamanca;84,83986089
03/10/2021;Soria;81,14621304
03/10/2021;Valladolid;81,98440792
03/10/2021;TotalCyL;81,49648547
02/10/2021;Burgos;
02/10/2021;Salamanca;
02/10/2021;Soria;
02/10/2021;Valladolid;
02/10/2021;TotalCyL;
02/10/2021;Ávila;
02/10/2021;León;
02/10/2021;Segovia;
02/10/2021;Zamora;
02/10/2021;Palencia;
01/10/2021;Burgos;
01/10/2021;León;
01/10/2021;Palencia;
01/10/2021;Salamanca;
01/10/2021;Soria;
01/10/2021;Ávila;
01/10/2021;Valladolid;
01/10/2021;Zamora;
01/10/2021;Segovia;
01/10/2021;TotalCyL;
30/09/2021;Zamora;83,10842498
30/09/2021;Burgos;79,04934992
30/09/2021;Salamanca;84,80645112
30/09/2021;Soria;80,99770487
30/09/2021;Valladolid;81,93101302
30/09/2021;TotalCyL;81,42662922
30/09/2021;Ávila;81,88679724
30/09/2021;León;80,76676182
30/09/2021;Palencia;81,26758191
30/09/2021;Segovia;78,03984936
29/09/2021;Ávila;81,78658413
29/09/2021;León;80,68789039
29/09/2021;Segovia;77,95449511
29/09/2021;Zamora;82,7068727
29/09/2021;Burgos;78,95791975
29/09/2021;Palencia;80,86775906
29/09/2021;Soria;80,79294361
29/09/2021;Salamanca;84,73598688
29/09/2021;Valladolid;81,82403116
29/09/2021;TotalCyL;81,28996483
28/09/2021;Ávila;81,7631165
28/09/2021;León;80,60901895
28/09/2021;TotalCyL;81,21781205
28/09/2021;Palencia;80,77294927
28/09/2021;Segovia;77,89129387
28/09/2021;Soria;80,69506323
28/09/2021;Burgos;78,88214735
28/09/2021;Salamanca;84,64912147
28/09/2021;Valladolid;81,76064873
28/09/2021;Zamora;82,64356227
27/09/2021;León;80,51853588
27/09/2021;Salamanca;84,50394083
27/09/2021;Soria;80,59380766
27/09/2021;Valladolid;81,69745836
27/09/2021;TotalCyL;81,13104499
27/09/2021;Ávila;81,73457479
27/09/2021;Burgos;78,80637495
27/09/2021;Palencia;80,75423681
27/09/2021;Segovia;77,83460822
27/09/2021;Zamora;82,44718269
26/09/2021;Burgos;78,67691878
26/09/2021;León;80,45894413
26/09/2021;Segovia;77,76554294
26/09/2021;Valladolid;81,51364931
26/09/2021;Zamora;82,29476868
26/09/2021;Ávila;81,66036635
26/09/2021;Palencia;80,59019093
26/09/2021;Soria;80,25853922
26/09/2021;Salamanca;84,40280035
26/09/2021;TotalCyL;81,00289864
25/09/2021;Burgos;
25/09/2021;TotalCyL;
25/09/2021;Ávila;
25/09/2021;León;
25/09/2021;Palencia;
25/09/2021;Salamanca;
25/09/2021;Segovia;
25/09/2021;Valladolid;
25/09/2021;Soria;
25/09/2021;Zamora;
24/09/2021;León;
24/09/2021;Salamanca;
24/09/2021;Segovia;
24/09/2021;Soria;
24/09/2021;Ávila;
24/09/2021;Burgos;
24/09/2021;Palencia;
24/09/2021;Valladolid;
24/09/2021;Zamora;
24/09/2021;TotalCyL;
23/09/2021;León;80,35663035
23/09/2021;Salamanca;84,27432459
23/09/2021;Segovia;77,65086853
23/09/2021;Valladolid;81,45583685
23/09/2021;Ávila;81,48784757
23/09/2021;Burgos;78,50747938
23/09/2021;TotalCyL;80,88147486
23/09/2021;Palencia;80,40618509
23/09/2021;Soria;79,93002115
23/09/2021;Zamora;82,2502169
22/09/2021;Soria;79,85801719
22/09/2021;Zamora;82,23380308
22/09/2021;Palencia;80,22467425
22/09/2021;Salamanca;84,16984313
22/09/2021;Segovia;77,56812051
22/09/2021;Ávila;81,40666227
22/09/2021;Burgos;78,3961974
22/09/2021;León;80,25081117
22/09/2021;Valladolid;81,31524309
22/09/2021;TotalCyL;80,77312042
21/09/2021;León;80,09832639
21/09/2021;Segovia;77,43976335
21/09/2021;Soria;79,7308852
21/09/2021;Burgos;78,15182441
21/09/2021;Salamanca;83,85791736
21/09/2021;Zamora;82,05032007
21/09/2021;Ávila;81,3901715
21/09/2021;Palencia;80,12175573
21/09/2021;Valladolid;81,09378871
21/09/2021;TotalCyL;80,58255022
20/09/2021;Salamanca;83,6401464
20/09/2021;Zamora;81,79649213
20/09/2021;TotalCyL;80,18854925
20/09/2021;León;79,58675749
20/09/2021;Palencia;79,45060223
20/09/2021;Segovia;77,32508894
20/09/2021;Valladolid;80,74230432
20/09/2021;Ávila;80,59861478
20/09/2021;Burgos;77,73214036
20/09/2021;Soria;79,59587777
19/09/2021;Burgos;77,59876975
19/09/2021;León;79,03180929
19/09/2021;Soria;79,5891274
19/09/2021;Valladolid;80,5300692
19/09/2021;Zamora;81,72145755
19/09/2021;Ávila;80,19712807
19/09/2021;Palencia;79,36514867
19/09/2021;Salamanca;83,6137223
19/09/2021;Segovia;77,27231264
19/09/2021;TotalCyL;79,97196564
18/09/2021;Salamanca;83,60491427
18/09/2021;Soria;79,58012691
18/09/2021;Zamora;81,67925059
18/09/2021;León;79,0298375
18/09/2021;Palencia;79,36140618
18/09/2021;Valladolid;80,52968507
18/09/2021;TotalCyL;79,96682976
18/09/2021;Ávila;80,19776233
18/09/2021;Burgos;77,59849014
18/09/2021;Segovia;77,27426732
17/09/2021;Burgos;77,58031595
17/09/2021;León;79,01011964
17/09/2021;Palencia;79,34768371
17/09/2021;Salamanca;82,89753831
17/09/2021;Segovia;77,2475534
17/09/2021;Zamora;81,65814711
17/09/2021;TotalCyL;79,85526018
17/09/2021;Soria;79,57787678
17/09/2021;Ávila;80,17683174
17/09/2021;Valladolid;80,5193134
16/09/2021;Ávila;79,75948853
16/09/2021;Burgos;77,47294841
16/09/2021;León;78,79935764
16/09/2021;Palencia;78,22618372
16/09/2021;Segovia;77,03579666
16/09/2021;Soria;79,10872598
16/09/2021;Zamora;81,63997468
16/09/2021;TotalCyL;79,6385513
16/09/2021;Salamanca;82,79366429
16/09/2021;Valladolid;80,46687884
15/09/2021;Segovia;76,92959251
15/09/2021;Zamora;81,56435388
15/09/2021;Burgos;77,27722634
15/09/2021;Palencia;76,58260615
15/09/2021;Salamanca;82,44954365
15/09/2021;Ávila;79,35673331
15/09/2021;León;78,37783362
15/09/2021;Soria;78,87808829
15/09/2021;Valladolid;79,94637462
15/09/2021;TotalCyL;79,21122978
14/09/2021;Burgos;76,91094646
14/09/2021;León;77,4776038
14/09/2021;Soria;78,61257369
14/09/2021;Ávila;78,99901055
14/09/2021;Palencia;75,72807056
14/09/2021;Salamanca;82,11149752
14/09/2021;Segovia;76,65984701
14/09/2021;Valladolid;79,31984888
14/09/2021;Zamora;81,24369827
14/09/2021;TotalCyL;78,67154533
13/09/2021;Ávila;78,54868581
13/09/2021;Burgos;76,54382776
13/09/2021;León;77,13035039
13/09/2021;Palencia;75,69875437
13/09/2021;Salamanca;81,43510152
13/09/2021;Soria;78,31668242
13/09/2021;Valladolid;79,07150499
13/09/2021;TotalCyL;78,33921662
13/09/2021;Segovia;76,3998749
13/09/2021;Zamora;81,17218093
12/09/2021;Ávila;78,54868581
12/09/2021;Palencia;75,69875437
12/09/2021;Segovia;76,3998749
12/09/2021;TotalCyL;78,33921662
12/09/2021;Burgos;76,54382776
12/09/2021;Salamanca;81,43510152
12/09/2021;Valladolid;79,07150499
12/09/2021;León;77,13035039
12/09/2021;Soria;78,31668242
12/09/2021;Zamora;81,17218093
11/09/2021;Ávila;77,6118835
11/09/2021;Burgos;76,0757724
11/09/2021;León;77,00853783
11/09/2021;Palencia;75,66382445
11/09/2021;Zamora;81,16924989
11/09/2021;Salamanca;81,07852815
11/09/2021;Segovia;76,23503043
11/09/2021;Soria;78,05004275
11/09/2021;TotalCyL;78,07144128
11/09/2021;Valladolid;78,8830863
10/09/2021;Ávila;76,63448853
10/09/2021;Salamanca;79,70265304
10/09/2021;Segovia;75,76916561
10/09/2021;TotalCyL;77,53534777
10/09/2021;León;76,75943554
10/09/2021;Soria;76,64146528
10/09/2021;Valladolid;78,271926
10/09/2021;Zamora;81,12762914
10/09/2021;Burgos;75,99468754
10/09/2021;Palencia;75,58835087
09/09/2021;Ávila;76,62624315
09/09/2021;León;76,72788697
09/09/2021;TotalCyL;77,49363444
09/09/2021;Burgos;75,94156298
09/09/2021;Palencia;75,53720349
09/09/2021;Salamanca;79,6731917
09/09/2021;Segovia;75,69879722
09/09/2021;Soria;76,52220872
09/09/2021;Valladolid;78,23159172
09/09/2021;Zamora;81,09890496
08/09/2021;Salamanca;78,85252623
08/09/2021;Palencia;75,50352106
08/09/2021;Soria;76,04068224
08/09/2021;Zamora;80,93711164
08/09/2021;TotalCyL;76,88622324
08/09/2021;Ávila;76,32243251
08/09/2021;Burgos;75,45645184
08/09/2021;León;76,58197481
08/09/2021;Segovia;74,52990005
08/09/2021;Valladolid;76,99985979
07/09/2021;Ávila;76,06872844
07/09/2021;León;76,5440727
07/09/2021;Palencia;75,41370126
07/09/2021;Soria;75,05850322
07/09/2021;Valladolid;76,9860309
07/09/2021;Zamora;80,93183577
07/09/2021;TotalCyL;76,55364401
07/09/2021;Burgos;74,28547463
07/09/2021;Salamanca;78,59466355
07/09/2021;Segovia;73,71089016
06/09/2021;Ávila;75,26702354
06/09/2021;León;76,49718801
06/09/2021;Palencia;74,75252774
06/09/2021;Salamanca;78,18797552
06/09/2021;Soria;74,83349084
06/09/2021;Zamora;80,89959434
06/09/2021;TotalCyL;76,15755529
06/09/2021;Burgos;73,95945757
06/09/2021;Segovia;73,56037999
06/09/2021;Valladolid;76,22601791
05/09/2021;Palencia;74,72321156
05/09/2021;Valladolid;76,09829271
05/09/2021;Zamora;80,50214552
05/09/2021;TotalCyL;76,02456535
05/09/2021;Salamanca;78,0370241
05/09/2021;Soria;74,80311417
05/09/2021;Ávila;74,76151817
05/09/2021;Burgos;73,8962673
05/09/2021;León;76,46366765
05/09/2021;Segovia;73,49848187
04/09/2021;Burgos;73,8965469
04/09/2021;León;76,46322948
04/09/2021;Soria;74,80198911
04/09/2021;Zamora;80,50273173
04/09/2021;Palencia;74,72321156
04/09/2021;Salamanca;78,03641665
04/09/2021;Valladolid;76,09752444
