fecha;provincia;camas_habilitadas_uci;camas_ocupadas_covid_uci
22/02/2022;Burgos;0;0
22/02/2022;Palencia;23;2
22/02/2022;Segovia;31;3
22/02/2022;Valladolid;0;0
22/02/2022;Ávila;14;2
22/02/2022;Burgos;0;0
22/02/2022;León;62;8
22/02/2022;Salamanca;61;6
22/02/2022;Valladolid;66;6
22/02/2022;León;17;0
22/02/2022;Burgos;47;6
22/02/2022;Soria;14;3
22/02/2022;Valladolid;0;0
22/02/2022;Valladolid;41;11
22/02/2022;Zamora;19;4
21/02/2022;León;62;10
21/02/2022;Palencia;23;3
21/02/2022;Soria;14;3
21/02/2022;León;17;1
21/02/2022;Segovia;31;3
21/02/2022;Valladolid;66;7
21/02/2022;Valladolid;37;11
21/02/2022;Valladolid;0;0
21/02/2022;Burgos;0;0
21/02/2022;Burgos;0;0
21/02/2022;Valladolid;0;0
21/02/2022;Zamora;19;4
21/02/2022;Ávila;14;1
21/02/2022;Burgos;47;6
21/02/2022;Salamanca;61;6
20/02/2022;Ávila;14;1
20/02/2022;Palencia;23;3
20/02/2022;Salamanca;61;5
20/02/2022;Zamora;19;4
20/02/2022;Burgos;0;0
20/02/2022;Burgos;0;0
20/02/2022;León;62;10
20/02/2022;León;17;1
20/02/2022;Valladolid;66;7
20/02/2022;Valladolid;37;12
20/02/2022;Segovia;31;3
20/02/2022;Valladolid;0;0
20/02/2022;Burgos;47;6
20/02/2022;Soria;14;3
20/02/2022;Valladolid;0;0
19/02/2022;Burgos;47;5
19/02/2022;Burgos;0;0
19/02/2022;León;17;1
19/02/2022;Salamanca;61;6
19/02/2022;Soria;14;3
19/02/2022;Valladolid;37;14
19/02/2022;Valladolid;0;0
19/02/2022;Zamora;19;4
19/02/2022;Burgos;0;0
19/02/2022;Palencia;23;3
19/02/2022;Valladolid;66;8
19/02/2022;Valladolid;0;0
19/02/2022;Ávila;14;1
19/02/2022;León;62;10
19/02/2022;Segovia;31;3
18/02/2022;Burgos;0;0
18/02/2022;Burgos;0;0
18/02/2022;León;62;9
18/02/2022;Valladolid;66;8
18/02/2022;Valladolid;37;14
18/02/2022;Valladolid;0;0
18/02/2022;Zamora;19;4
18/02/2022;Ávila;14;2
18/02/2022;Soria;14;3
18/02/2022;Segovia;31;3
18/02/2022;Burgos;47;6
18/02/2022;León;17;1
18/02/2022;Palencia;23;4
18/02/2022;Salamanca;61;6
18/02/2022;Valladolid;0;0
17/02/2022;Ávila;14;3
17/02/2022;León;62;9
17/02/2022;Segovia;31;4
17/02/2022;Soria;14;3
17/02/2022;Valladolid;66;9
17/02/2022;Valladolid;37;14
17/02/2022;Salamanca;61;7
17/02/2022;Burgos;0;0
17/02/2022;Palencia;23;4
17/02/2022;Zamora;19;5
17/02/2022;Burgos;0;0
17/02/2022;Valladolid;0;0
17/02/2022;Burgos;47;7
17/02/2022;León;17;1
17/02/2022;Valladolid;0;0
16/02/2022;León;62;9
16/02/2022;Palencia;23;5
16/02/2022;Ávila;14;4
16/02/2022;Burgos;0;0
16/02/2022;Valladolid;0;0
16/02/2022;Salamanca;61;7
16/02/2022;Valladolid;0;0
16/02/2022;Zamora;20;4
16/02/2022;Burgos;47;7
16/02/2022;León;17;1
16/02/2022;Segovia;31;4
16/02/2022;Soria;14;3
16/02/2022;Valladolid;37;14
16/02/2022;Burgos;0;0
16/02/2022;Valladolid;66;9
15/02/2022;Burgos;47;7
15/02/2022;Burgos;0;0
15/02/2022;Palencia;23;6
15/02/2022;Segovia;31;4
15/02/2022;Ávila;14;4
15/02/2022;León;62;10
15/02/2022;Salamanca;61;9
15/02/2022;Valladolid;66;9
15/02/2022;León;17;1
15/02/2022;Valladolid;0;0
15/02/2022;Valladolid;37;14
15/02/2022;Burgos;0;0
15/02/2022;Valladolid;0;0
15/02/2022;Zamora;20;4
15/02/2022;Soria;14;3
14/02/2022;León;17;1
14/02/2022;Valladolid;0;0
14/02/2022;Ávila;14;4
14/02/2022;Valladolid;0;0
14/02/2022;Burgos;0;0
14/02/2022;Palencia;23;6
14/02/2022;Valladolid;37;14
14/02/2022;Zamora;19;4
14/02/2022;Burgos;0;0
14/02/2022;Salamanca;61;9
14/02/2022;Soria;14;4
14/02/2022;Burgos;47;7
14/02/2022;León;62;10
14/02/2022;Segovia;31;3
14/02/2022;Valladolid;66;8
13/02/2022;Salamanca;61;9
13/02/2022;Burgos;0;0
13/02/2022;Burgos;0;0
13/02/2022;Valladolid;0;0
13/02/2022;León;17;1
13/02/2022;Segovia;31;3
13/02/2022;Zamora;19;4
13/02/2022;León;62;10
13/02/2022;Palencia;23;6
13/02/2022;Valladolid;66;8
13/02/2022;Ávila;14;2
13/02/2022;Soria;14;4
13/02/2022;Valladolid;37;14
13/02/2022;Burgos;47;7
13/02/2022;Valladolid;0;0
12/02/2022;León;62;10
12/02/2022;Valladolid;0;0
12/02/2022;Burgos;47;9
12/02/2022;Ávila;14;2
12/02/2022;León;17;2
12/02/2022;Zamora;19;4
12/02/2022;Burgos;0;0
12/02/2022;Valladolid;0;0
12/02/2022;Palencia;23;4
12/02/2022;Segovia;31;3
12/02/2022;Burgos;0;0
12/02/2022;Salamanca;61;9
12/02/2022;Soria;14;4
12/02/2022;Valladolid;66;7
12/02/2022;Valladolid;37;14
11/02/2022;Burgos;0;0
11/02/2022;Valladolid;0;0
11/02/2022;Zamora;20;4
11/02/2022;Burgos;0;0
11/02/2022;León;17;2
11/02/2022;Salamanca;61;8
11/02/2022;Soria;14;4
11/02/2022;Burgos;47;13
11/02/2022;León;62;11
11/02/2022;Palencia;23;3
11/02/2022;Segovia;31;3
11/02/2022;Valladolid;66;7
11/02/2022;Valladolid;37;13
11/02/2022;Ávila;14;3
11/02/2022;Valladolid;0;0
10/02/2022;Ávila;14;3
10/02/2022;Segovia;31;4
10/02/2022;Valladolid;0;0
10/02/2022;Valladolid;37;14
10/02/2022;Valladolid;0;0
10/02/2022;Soria;14;3
10/02/2022;Burgos;0;0
10/02/2022;Palencia;23;3
10/02/2022;Valladolid;66;7
10/02/2022;Burgos;0;0
10/02/2022;Zamora;19;4
10/02/2022;Burgos;47;13
10/02/2022;León;17;3
10/02/2022;Salamanca;61;8
10/02/2022;León;62;14
09/02/2022;Salamanca;60;7
09/02/2022;Segovia;31;4
09/02/2022;Valladolid;37;14
09/02/2022;Valladolid;66;5
09/02/2022;Valladolid;0;0
09/02/2022;León;62;14
09/02/2022;Soria;14;3
09/02/2022;Burgos;0;0
09/02/2022;León;17;4
09/02/2022;Valladolid;0;0
09/02/2022;Palencia;23;3
09/02/2022;Ávila;14;4
09/02/2022;Burgos;48;13
09/02/2022;Burgos;0;0
09/02/2022;Zamora;19;4
08/02/2022;Burgos;0;0
08/02/2022;León;17;5
08/02/2022;Valladolid;0;0
08/02/2022;Ávila;14;4
08/02/2022;Salamanca;60;8
08/02/2022;Segovia;31;5
08/02/2022;Soria;14;3
08/02/2022;León;62;14
08/02/2022;Palencia;23;3
08/02/2022;Valladolid;66;6
08/02/2022;Valladolid;37;16
08/02/2022;Burgos;48;11
08/02/2022;Zamora;19;4
08/02/2022;Burgos;0;0
08/02/2022;Valladolid;0;0
07/02/2022;Valladolid;0;0
07/02/2022;Valladolid;37;16
07/02/2022;Valladolid;0;0
07/02/2022;Zamora;19;3
07/02/2022;Burgos;48;9
07/02/2022;Salamanca;60;9
07/02/2022;Soria;14;3
07/02/2022;Valladolid;66;9
07/02/2022;Burgos;0;0
07/02/2022;León;62;19
07/02/2022;Segovia;31;4
07/02/2022;Burgos;0;0
07/02/2022;Ávila;14;5
07/02/2022;León;17;6
07/02/2022;Palencia;23;4
06/02/2022;Soria;14;3
06/02/2022;Valladolid;66;7
06/02/2022;León;17;7
06/02/2022;Salamanca;60;9
06/02/2022;Ávila;14;4
06/02/2022;Burgos;48;12
06/02/2022;Palencia;23;5
06/02/2022;Valladolid;0;0
06/02/2022;Valladolid;0;0
06/02/2022;Zamora;19;4
06/02/2022;Valladolid;37;17
06/02/2022;Burgos;0;0
06/02/2022;Segovia;31;4
06/02/2022;Burgos;0;0
06/02/2022;León;62;21
05/02/2022;Burgos;0;0
05/02/2022;León;62;20
05/02/2022;Valladolid;0;0
05/02/2022;Burgos;0;0
05/02/2022;Valladolid;37;17
05/02/2022;Salamanca;60;8
05/02/2022;Valladolid;66;6
05/02/2022;Valladolid;0;0
05/02/2022;Ávila;14;4
05/02/2022;Segovia;31;4
05/02/2022;Soria;14;3
05/02/2022;Burgos;48;12
05/02/2022;León;17;7
05/02/2022;Palencia;23;5
05/02/2022;Zamora;19;4
04/02/2022;Segovia;31;3
04/02/2022;Valladolid;37;16
04/02/2022;Valladolid;0;0
04/02/2022;Burgos;0;0
04/02/2022;León;62;19
04/02/2022;Burgos;48;12
04/02/2022;Palencia;23;5
04/02/2022;Valladolid;66;6
04/02/2022;Zamora;19;4
04/02/2022;Soria;14;4
04/02/2022;Ávila;14;4
04/02/2022;León;17;7
04/02/2022;Salamanca;60;8
04/02/2022;Burgos;0;0
04/02/2022;Valladolid;0;0
03/02/2022;Valladolid;0;0
03/02/2022;Ávila;14;4
03/02/2022;Soria;14;4
03/02/2022;Salamanca;60;10
03/02/2022;Valladolid;0;0
03/02/2022;León;17;8
03/02/2022;Valladolid;66;10
03/02/2022;Burgos;0;0
03/02/2022;Burgos;0;0
03/02/2022;Palencia;23;5
03/02/2022;Valladolid;37;16
03/02/2022;Burgos;47;13
03/02/2022;León;62;21
03/02/2022;Segovia;31;3
03/02/2022;Zamora;19;4
02/02/2022;Burgos;0;0
02/02/2022;León;17;8
02/02/2022;León;62;21
02/02/2022;Salamanca;60;13
02/02/2022;Valladolid;66;11
02/02/2022;Zamora;19;4
02/02/2022;Ávila;14;3
02/02/2022;Palencia;23;6
02/02/2022;Soria;14;3
02/02/2022;Valladolid;0;0
02/02/2022;Valladolid;0;0
02/02/2022;Burgos;0;0
02/02/2022;Valladolid;37;16
02/02/2022;Burgos;47;12
02/02/2022;Segovia;31;4
01/02/2022;León;62;19
01/02/2022;Palencia;23;6
01/02/2022;Valladolid;0;0
01/02/2022;Soria;14;3
01/02/2022;Valladolid;0;0
01/02/2022;Zamora;19;4
01/02/2022;Burgos;47;12
01/02/2022;Valladolid;66;13
01/02/2022;Valladolid;37;16
01/02/2022;Ávila;14;4
01/02/2022;Burgos;0;0
01/02/2022;León;17;10
01/02/2022;Burgos;0;0
01/02/2022;Salamanca;60;12
01/02/2022;Segovia;31;5
31/01/2022;Valladolid;0;0
31/01/2022;León;17;11
31/01/2022;Valladolid;37;15
31/01/2022;Zamora;19;3
31/01/2022;Burgos;47;15
31/01/2022;Palencia;23;6
31/01/2022;Soria;14;3
31/01/2022;Valladolid;0;0
31/01/2022;Burgos;0;0
31/01/2022;Burgos;0;0
31/01/2022;Salamanca;60;14
31/01/2022;Valladolid;66;12
31/01/2022;León;62;18
31/01/2022;Ávila;14;3
31/01/2022;Segovia;31;5
30/01/2022;Burgos;47;16
30/01/2022;Valladolid;0;0
30/01/2022;León;62;17
30/01/2022;Soria;14;3
30/01/2022;Burgos;0;0
30/01/2022;León;17;11
30/01/2022;Palencia;23;6
30/01/2022;Ávila;14;4
30/01/2022;Valladolid;37;13
30/01/2022;Burgos;0;0
30/01/2022;Segovia;31;5
30/01/2022;Valladolid;66;12
30/01/2022;Zamora;19;2
30/01/2022;Salamanca;60;14
30/01/2022;Valladolid;0;0
29/01/2022;Burgos;0;0
29/01/2022;Valladolid;0;0
29/01/2022;León;17;10
29/01/2022;Soria;14;4
29/01/2022;Ávila;14;2
29/01/2022;Valladolid;66;12
29/01/2022;Valladolid;37;13
29/01/2022;Zamora;19;2
29/01/2022;Burgos;0;0
29/01/2022;León;62;19
29/01/2022;Palencia;23;6
29/01/2022;Segovia;31;5
29/01/2022;Burgos;47;15
29/01/2022;Salamanca;60;14
29/01/2022;Valladolid;0;0
28/01/2022;Burgos;47;15
28/01/2022;Valladolid;37;14
28/01/2022;Ávila;14;3
28/01/2022;Burgos;0;0
28/01/2022;Palencia;23;6
28/01/2022;Soria;14;3
28/01/2022;León;62;19
28/01/2022;León;17;10
28/01/2022;Segovia;31;5
28/01/2022;Valladolid;0;0
28/01/2022;Valladolid;0;0
28/01/2022;Burgos;0;0
28/01/2022;Valladolid;66;14
28/01/2022;Zamora;19;2
28/01/2022;Salamanca;60;12
27/01/2022;Ávila;14;4
27/01/2022;Salamanca;60;12
27/01/2022;Valladolid;0;0
27/01/2022;Soria;14;5
27/01/2022;Burgos;47;15
27/01/2022;Burgos;0;0
27/01/2022;Segovia;31;4
27/01/2022;Zamora;19;2
27/01/2022;León;62;20
27/01/2022;Palencia;23;6
27/01/2022;Valladolid;64;15
27/01/2022;Valladolid;37;15
27/01/2022;Valladolid;0;0
27/01/2022;León;17;10
27/01/2022;Burgos;0;0
26/01/2022;León;17;11
26/01/2022;Ávila;14;5
26/01/2022;Burgos;47;15
26/01/2022;Segovia;31;4
26/01/2022;Soria;14;5
26/01/2022;Valladolid;0;0
26/01/2022;Valladolid;37;16
26/01/2022;Valladolid;0;0
26/01/2022;Zamora;19;2
26/01/2022;Burgos;0;0
26/01/2022;Valladolid;64;15
26/01/2022;Burgos;0;0
26/01/2022;León;62;21
26/01/2022;Palencia;23;6
26/01/2022;Salamanca;60;14
25/01/2022;Ávila;14;4
25/01/2022;Valladolid;37;17
25/01/2022;Burgos;47;15
25/01/2022;Burgos;0;0
25/01/2022;León;62;23
25/01/2022;León;17;12
25/01/2022;Palencia;23;6
25/01/2022;Salamanca;60;14
25/01/2022;Segovia;31;4
25/01/2022;Valladolid;64;15
25/01/2022;Zamora;19;2
25/01/2022;Burgos;0;0
25/01/2022;Soria;14;6
25/01/2022;Valladolid;0;0
25/01/2022;Valladolid;0;0
24/01/2022;Burgos;0;0
24/01/2022;León;62;21
24/01/2022;Palencia;23;6
24/01/2022;Burgos;0;0
24/01/2022;León;17;12
24/01/2022;Salamanca;60;14
24/01/2022;Soria;14;6
24/01/2022;Valladolid;0;0
24/01/2022;Valladolid;37;16
24/01/2022;Valladolid;0;0
24/01/2022;Zamora;19;1
24/01/2022;Ávila;14;3
24/01/2022;Burgos;47;15
24/01/2022;Segovia;31;4
24/01/2022;Valladolid;64;15
23/01/2022;León;17;11
23/01/2022;Salamanca;60;15
23/01/2022;Ávila;14;4
23/01/2022;Burgos;47;15
23/01/2022;Burgos;0;0
23/01/2022;Burgos;0;0
23/01/2022;Palencia;23;6
23/01/2022;Segovia;31;4
23/01/2022;Soria;14;5
23/01/2022;Valladolid;0;0
23/01/2022;Valladolid;0;0
23/01/2022;León;62;21
23/01/2022;Valladolid;64;15
23/01/2022;Zamora;19;1
23/01/2022;Valladolid;37;18
22/01/2022;Valladolid;64;14
22/01/2022;Ávila;14;2
22/01/2022;Burgos;0;0
22/01/2022;Palencia;23;6
22/01/2022;Salamanca;60;14
22/01/2022;León;62;20
22/01/2022;Burgos;48;14
22/01/2022;Burgos;0;0
22/01/2022;Soria;14;4
22/01/2022;Zamora;19;1
22/01/2022;León;17;12
22/01/2022;Valladolid;0;0
22/01/2022;Valladolid;0;0
22/01/2022;Segovia;31;4
22/01/2022;Valladolid;37;19
21/01/2022;Ávila;14;2
21/01/2022;Burgos;0;0
21/01/2022;Palencia;23;7
21/01/2022;Valladolid;64;15
21/01/2022;Burgos;0;0
21/01/2022;Zamora;19;1
21/01/2022;Salamanca;60;14
21/01/2022;Valladolid;37;18
21/01/2022;León;62;20
21/01/2022;León;17;11
21/01/2022;Valladolid;0;0
21/01/2022;Segovia;31;4
21/01/2022;Valladolid;0;0
21/01/2022;Burgos;47;14
21/01/2022;Soria;14;4
20/01/2022;Salamanca;60;13
20/01/2022;Burgos;47;14
20/01/2022;León;17;11
20/01/2022;Burgos;0;0
20/01/2022;Burgos;0;0
20/01/2022;León;62;22
20/01/2022;Palencia;23;8
20/01/2022;Valladolid;0;0
20/01/2022;Ávila;14;2
20/01/2022;Soria;14;4
20/01/2022;Valladolid;37;18
20/01/2022;Zamora;19;1
20/01/2022;Segovia;31;4
20/01/2022;Valladolid;64;15
20/01/2022;Valladolid;0;0
19/01/2022;Burgos;47;14
19/01/2022;Valladolid;0;0
19/01/2022;Salamanca;60;12
19/01/2022;Burgos;0;0
19/01/2022;León;17;11
19/01/2022;Soria;14;5
19/01/2022;Valladolid;0;0
19/01/2022;Ávila;14;2
19/01/2022;León;62;22
19/01/2022;Palencia;23;9
19/01/2022;Valladolid;64;15
19/01/2022;Segovia;31;3
19/01/2022;Valladolid;37;18
19/01/2022;Burgos;0;0
19/01/2022;Zamora;19;2
18/01/2022;Burgos;47;15
18/01/2022;Burgos;0;0
18/01/2022;Valladolid;37;16
18/01/2022;Valladolid;0;0
18/01/2022;León;17;12
18/01/2022;León;62;21
18/01/2022;Palencia;23;9
18/01/2022;Salamanca;60;13
18/01/2022;Valladolid;0;0
18/01/2022;Ávila;14;2
18/01/2022;Burgos;0;0
18/01/2022;Segovia;31;2
18/01/2022;Soria;14;4
18/01/2022;Valladolid;64;18
18/01/2022;Zamora;19;2
17/01/2022;Soria;14;4
17/01/2022;Salamanca;60;11
17/01/2022;Zamora;19;3
17/01/2022;Burgos;0;0
17/01/2022;Burgos;0;0
17/01/2022;Valladolid;37;16
17/01/2022;Ávila;14;3
17/01/2022;Segovia;31;3
17/01/2022;Valladolid;64;17
17/01/2022;Valladolid;0;0
17/01/2022;León;62;21
17/01/2022;Palencia;23;8
17/01/2022;Burgos;47;14
17/01/2022;León;17;13
17/01/2022;Valladolid;0;0
16/01/2022;Burgos;0;0
16/01/2022;Valladolid;64;17
16/01/2022;Segovia;31;4
16/01/2022;Palencia;23;9
16/01/2022;Ávila;14;4
16/01/2022;Burgos;47;14
16/01/2022;Burgos;0;0
16/01/2022;León;62;21
16/01/2022;León;17;12
16/01/2022;Valladolid;0;0
16/01/2022;Valladolid;37;16
16/01/2022;Zamora;19;3
16/01/2022;Salamanca;60;12
16/01/2022;Soria;14;5
16/01/2022;Valladolid;0;0
15/01/2022;Burgos;47;15
15/01/2022;Burgos;0;0
15/01/2022;León;17;11
15/01/2022;Palencia;23;9
15/01/2022;Valladolid;0;0
15/01/2022;Ávila;14;5
15/01/2022;Burgos;0;0
15/01/2022;León;62;21
15/01/2022;Soria;14;5
15/01/2022;Valladolid;0;0
15/01/2022;Valladolid;37;16
15/01/2022;Salamanca;60;12
15/01/2022;Segovia;31;4
15/01/2022;Valladolid;64;15
15/01/2022;Zamora;19;3
14/01/2022;Burgos;47;15
14/01/2022;Burgos;0;0
14/01/2022;León;17;11
14/01/2022;Salamanca;60;14
14/01/2022;Ávila;14;3
14/01/2022;Burgos;0;0
14/01/2022;Palencia;23;9
14/01/2022;Valladolid;37;16
14/01/2022;Zamora;19;3
14/01/2022;León;62;20
14/01/2022;Segovia;31;4
14/01/2022;Soria;14;5
14/01/2022;Valladolid;64;15
14/01/2022;Valladolid;0;0
14/01/2022;Valladolid;0;0
13/01/2022;Ávila;14;3
13/01/2022;Burgos;0;0
13/01/2022;León;17;10
13/01/2022;Palencia;23;9
13/01/2022;Segovia;31;4
13/01/2022;Valladolid;0;0
13/01/2022;Valladolid;0;0
13/01/2022;Salamanca;60;13
13/01/2022;Soria;14;6
13/01/2022;Valladolid;64;16
13/01/2022;Zamora;19;4
13/01/2022;Burgos;47;16
13/01/2022;Burgos;0;0
13/01/2022;León;62;20
13/01/2022;Valladolid;37;15
12/01/2022;Burgos;47;15
12/01/2022;Burgos;0;0
12/01/2022;Burgos;0;0
12/01/2022;León;62;20
12/01/2022;Palencia;23;8
12/01/2022;Valladolid;0;0
12/01/2022;León;17;10
12/01/2022;Segovia;31;4
12/01/2022;Soria;14;6
12/01/2022;Valladolid;64;17
12/01/2022;Valladolid;0;0
12/01/2022;Zamora;19;4
12/01/2022;Ávila;14;4
12/01/2022;Salamanca;60;14
12/01/2022;Valladolid;37;16
11/01/2022;Palencia;23;10
11/01/2022;Soria;14;5
11/01/2022;Valladolid;63;16
11/01/2022;Burgos;47;15
11/01/2022;Burgos;0;0
11/01/2022;Burgos;0;0
11/01/2022;León;17;9
11/01/2022;Salamanca;60;15
11/01/2022;Valladolid;37;16
11/01/2022;Zamora;19;5
11/01/2022;Ávila;14;4
11/01/2022;León;62;21
11/01/2022;Segovia;31;4
11/01/2022;Valladolid;0;0
11/01/2022;Valladolid;0;0
10/01/2022;Burgos;0;0
10/01/2022;Salamanca;57;14
10/01/2022;Soria;14;5
10/01/2022;Ávila;18;4
10/01/2022;Burgos;47;15
10/01/2022;Burgos;0;0
10/01/2022;León;62;23
10/01/2022;Segovia;31;4
10/01/2022;Valladolid;0;0
10/01/2022;Zamora;19;5
10/01/2022;León;17;8
10/01/2022;Palencia;23;9
10/01/2022;Valladolid;61;17
10/01/2022;Valladolid;37;17
10/01/2022;Valladolid;0;0
09/01/2022;Soria;14;5
09/01/2022;Valladolid;0;0
09/01/2022;Valladolid;0;0
09/01/2022;Burgos;0;0
09/01/2022;Burgos;0;0
09/01/2022;Palencia;23;10
09/01/2022;Salamanca;57;13
09/01/2022;Valladolid;60;16
09/01/2022;Valladolid;37;17
09/01/2022;Ávila;18;3
09/01/2022;Burgos;47;16
09/01/2022;León;62;23
09/01/2022;León;17;9
09/01/2022;Segovia;31;4
09/01/2022;Zamora;19;5
08/01/2022;Burgos;0;0
08/01/2022;Palencia;23;9
08/01/2022;Valladolid;60;15
08/01/2022;Valladolid;0;0
08/01/2022;Ávila;18;3
08/01/2022;Burgos;0;0
08/01/2022;León;62;21
08/01/2022;León;17;9
08/01/2022;Segovia;31;5
08/01/2022;Soria;14;5
08/01/2022;Valladolid;0;0
08/01/2022;Valladolid;37;16
08/01/2022;Burgos;47;17
08/01/2022;Salamanca;57;13
08/01/2022;Zamora;19;5
07/01/2022;Ávila;18;3
07/01/2022;León;62;21
07/01/2022;León;17;10
07/01/2022;Palencia;23;10
07/01/2022;Segovia;31;4
07/01/2022;Valladolid;37;16
07/01/2022;Burgos;47;18
07/01/2022;Burgos;0;0
07/01/2022;Burgos;0;0
07/01/2022;Salamanca;57;14
07/01/2022;Soria;14;5
07/01/2022;Valladolid;60;13
07/01/2022;Valladolid;0;0
07/01/2022;Valladolid;0;0
07/01/2022;Zamora;19;4
06/01/2022;Burgos;0;0
06/01/2022;Burgos;0;0
06/01/2022;León;62;23
06/01/2022;Segovia;31;4
06/01/2022;Valladolid;37;16
06/01/2022;Palencia;23;10
06/01/2022;Salamanca;57;12
06/01/2022;Soria;14;6
06/01/2022;Valladolid;0;0
06/01/2022;Ávila;18;2
06/01/2022;Burgos;47;17
06/01/2022;León;17;9
06/01/2022;Valladolid;60;13
06/01/2022;Valladolid;0;0
06/01/2022;Zamora;19;4
05/01/2022;Burgos;0;0
05/01/2022;Palencia;23;10
05/01/2022;Valladolid;0;0
05/01/2022;Segovia;31;4
05/01/2022;Valladolid;60;15
05/01/2022;Valladolid;37;18
05/01/2022;Valladolid;0;0
05/01/2022;Ávila;18;2
05/01/2022;Burgos;47;15
05/01/2022;Burgos;0;0
05/01/2022;León;62;26
05/01/2022;León;17;9
05/01/2022;Salamanca;55;13
05/01/2022;Soria;14;6
05/01/2022;Zamora;19;5
04/01/2022;Burgos;0;0
04/01/2022;Palencia;23;11
04/01/2022;Salamanca;53;14
04/01/2022;Segovia;31;4
04/01/2022;León;62;26
04/01/2022;León;14;6
04/01/2022;Ávila;18;2
04/01/2022;Burgos;47;17
04/01/2022;Burgos;0;0
04/01/2022;Soria;14;6
04/01/2022;Valladolid;60;14
04/01/2022;Valladolid;0;0
04/01/2022;Valladolid;37;18
04/01/2022;Valladolid;0;0
04/01/2022;Zamora;19;5
03/01/2022;Valladolid;0;0
03/01/2022;Valladolid;37;17
03/01/2022;Burgos;47;16
03/01/2022;Burgos;0;0
03/01/2022;León;14;7
03/01/2022;Soria;14;5
03/01/2022;Zamora;19;4
03/01/2022;Ávila;18;3
03/01/2022;Burgos;0;0
03/01/2022;León;62;28
03/01/2022;Palencia;23;11
03/01/2022;Salamanca;53;14
03/01/2022;Segovia;31;5
03/01/2022;Valladolid;66;14
03/01/2022;Valladolid;0;0
02/01/2022;Ávila;18;3
02/01/2022;León;62;26
02/01/2022;Segovia;31;4
02/01/2022;Valladolid;66;13
02/01/2022;Valladolid;37;17
02/01/2022;Zamora;19;4
02/01/2022;Burgos;47;14
02/01/2022;Burgos;0;0
02/01/2022;Palencia;23;11
02/01/2022;Salamanca;53;12
02/01/2022;Soria;14;6
02/01/2022;Burgos;0;0
02/01/2022;León;14;7
02/01/2022;Valladolid;0;0
02/01/2022;Valladolid;0;0
01/01/2022;Burgos;0;0
01/01/2022;Burgos;0;0
01/01/2022;Salamanca;53;11
01/01/2022;Segovia;31;5
01/01/2022;Soria;14;5
01/01/2022;Valladolid;37;18
01/01/2022;Valladolid;0;0
01/01/2022;Ávila;18;4
01/01/2022;Burgos;47;13
01/01/2022;Palencia;20;11
01/01/2022;Valladolid;66;12
01/01/2022;Valladolid;0;0
01/01/2022;León;62;24
01/01/2022;León;14;9
01/01/2022;Zamora;19;4
31/12/2021;Burgos;0;0
31/12/2021;León;49;23
31/12/2021;Salamanca;53;11
31/12/2021;Segovia;27;4
31/12/2021;Valladolid;37;17
31/12/2021;Ávila;14;5
31/12/2021;Burgos;47;13
31/12/2021;Burgos;0;0
31/12/2021;León;14;7
31/12/2021;Valladolid;0;0
31/12/2021;Valladolid;0;0
31/12/2021;Zamora;19;4
31/12/2021;Palencia;20;9
31/12/2021;Soria;14;5
31/12/2021;Valladolid;65;10
30/12/2021;Burgos;0;0
30/12/2021;Palencia;20;9
30/12/2021;Salamanca;53;9
30/12/2021;Valladolid;66;11
30/12/2021;Valladolid;0;0
30/12/2021;Valladolid;37;17
30/12/2021;Zamora;19;4
30/12/2021;Burgos;47;13
30/12/2021;Ávila;18;6
30/12/2021;Burgos;0;0
30/12/2021;Segovia;31;4
30/12/2021;León;62;23
30/12/2021;León;14;7
30/12/2021;Soria;14;4
30/12/2021;Valladolid;0;0
29/12/2021;León;62;23
29/12/2021;Segovia;31;4
29/12/2021;Burgos;0;0
29/12/2021;Burgos;0;0
29/12/2021;Ávila;18;6
29/12/2021;Burgos;47;14
29/12/2021;Salamanca;55;10
29/12/2021;Soria;14;3
29/12/2021;Valladolid;65;10
29/12/2021;Valladolid;0;0
29/12/2021;Zamora;19;3
29/12/2021;León;14;7
29/12/2021;Palencia;20;10
29/12/2021;Valladolid;0;0
29/12/2021;Valladolid;37;16
28/12/2021;Ávila;18;6
28/12/2021;Palencia;20;10
28/12/2021;Salamanca;54;9
28/12/2021;Segovia;31;3
28/12/2021;León;14;5
28/12/2021;Valladolid;64;9
28/12/2021;Zamora;19;3
28/12/2021;Soria;14;3
28/12/2021;Valladolid;0;0
28/12/2021;Valladolid;0;0
28/12/2021;Burgos;47;12
28/12/2021;Burgos;0;0
28/12/2021;Burgos;0;0
28/12/2021;León;62;22
28/12/2021;Valladolid;37;19
27/12/2021;Burgos;47;12
27/12/2021;Valladolid;0;0
27/12/2021;León;14;7
27/12/2021;Zamora;19;4
27/12/2021;Ávila;18;6
27/12/2021;Burgos;0;0
27/12/2021;Burgos;0;0
27/12/2021;León;62;22
27/12/2021;Palencia;20;9
27/12/2021;Soria;14;1
27/12/2021;Salamanca;54;9
27/12/2021;Segovia;31;3
27/12/2021;Valladolid;66;11
27/12/2021;Valladolid;37;17
27/12/2021;Valladolid;0;0
26/12/2021;Segovia;31;2
26/12/2021;Valladolid;0;0
26/12/2021;Burgos;47;11
26/12/2021;Soria;14;1
26/12/2021;Zamora;19;4
26/12/2021;Ávila;18;6
26/12/2021;Burgos;0;0
26/12/2021;Burgos;0;0
26/12/2021;León;62;22
26/12/2021;León;14;6
