fecha;provincia;camas_habilitadas_uci;camas_ocupadas_covid_uci
14/03/2021;Valladolid;45;23
14/03/2021;Segovia;31;13
14/03/2021;Burgos;0;0
14/03/2021;León;19;8
14/03/2021;Burgos;89;23
14/03/2021;Burgos;0;0
14/03/2021;Soria;25;13
14/03/2021;Valladolid;0;0
14/03/2021;León;76;13
14/03/2021;Valladolid;82;24
14/03/2021;Zamora;19;4
13/03/2021;Soria;25;13
13/03/2021;Burgos;89;23
13/03/2021;León;76;13
13/03/2021;Palencia;40;16
13/03/2021;Ávila;18;4
13/03/2021;León;19;8
13/03/2021;Valladolid;82;24
13/03/2021;Burgos;0;0
13/03/2021;Valladolid;48;24
13/03/2021;Salamanca;74;15
13/03/2021;Valladolid;0;0
13/03/2021;Burgos;0;0
13/03/2021;Segovia;31;12
13/03/2021;Valladolid;0;0
13/03/2021;Zamora;19;4
12/03/2021;Zamora;19;4
12/03/2021;Salamanca;74;14
12/03/2021;Segovia;31;12
12/03/2021;Valladolid;46;23
12/03/2021;León;76;15
12/03/2021;Palencia;40;15
12/03/2021;Valladolid;0;0
12/03/2021;Ávila;18;5
12/03/2021;Valladolid;0;0
12/03/2021;Burgos;89;25
12/03/2021;León;19;9
12/03/2021;Valladolid;82;25
12/03/2021;Burgos;0;0
12/03/2021;Burgos;0;0
12/03/2021;Soria;25;14
11/03/2021;Palencia;40;15
11/03/2021;Segovia;31;13
11/03/2021;Ávila;18;5
11/03/2021;Burgos;89;27
11/03/2021;León;19;9
11/03/2021;Soria;25;16
11/03/2021;Valladolid;82;25
11/03/2021;Burgos;0;0
11/03/2021;Burgos;0;0
11/03/2021;Salamanca;74;14
11/03/2021;Valladolid;47;23
11/03/2021;Valladolid;0;0
11/03/2021;León;76;15
11/03/2021;Valladolid;0;0
11/03/2021;Zamora;19;4
10/03/2021;Ávila;18;4
10/03/2021;Valladolid;92;26
10/03/2021;Burgos;0;0
10/03/2021;León;76;15
10/03/2021;Salamanca;74;16
10/03/2021;Burgos;89;29
10/03/2021;Palencia;40;15
10/03/2021;Valladolid;0;0
10/03/2021;Zamora;19;5
10/03/2021;León;19;9
10/03/2021;Valladolid;51;23
10/03/2021;Burgos;0;0
10/03/2021;Segovia;31;12
10/03/2021;Soria;25;14
10/03/2021;Valladolid;0;0
09/03/2021;Burgos;89;29
09/03/2021;Zamora;19;5
09/03/2021;Burgos;0;0
09/03/2021;León;19;9
09/03/2021;Valladolid;50;27
09/03/2021;León;76;16
09/03/2021;Segovia;31;14
09/03/2021;Valladolid;92;28
09/03/2021;Valladolid;0;0
09/03/2021;Salamanca;74;15
09/03/2021;Valladolid;0;0
09/03/2021;Ávila;18;4
09/03/2021;Burgos;0;0
09/03/2021;Palencia;40;17
09/03/2021;Soria;25;15
08/03/2021;Burgos;89;29
08/03/2021;Burgos;0;0
08/03/2021;Valladolid;50;30
08/03/2021;León;19;9
08/03/2021;Palencia;40;17
08/03/2021;Valladolid;0;0
08/03/2021;Segovia;31;14
08/03/2021;Ávila;18;4
08/03/2021;Burgos;0;0
08/03/2021;León;76;16
08/03/2021;Salamanca;74;17
08/03/2021;Soria;25;15
08/03/2021;Valladolid;92;30
08/03/2021;Valladolid;0;0
08/03/2021;Zamora;19;5
07/03/2021;Salamanca;74;18
07/03/2021;Valladolid;49;29
07/03/2021;León;76;14
07/03/2021;León;19;9
07/03/2021;Valladolid;0;0
07/03/2021;Ávila;18;4
07/03/2021;Palencia;40;15
07/03/2021;Valladolid;0;0
07/03/2021;Zamora;19;5
07/03/2021;Burgos;0;0
07/03/2021;Segovia;31;14
07/03/2021;Soria;25;15
07/03/2021;Valladolid;92;30
07/03/2021;Burgos;89;30
07/03/2021;Burgos;0;0
06/03/2021;León;76;14
06/03/2021;Palencia;40;16
06/03/2021;Valladolid;92;30
06/03/2021;Burgos;0;0
06/03/2021;Ávila;18;4
06/03/2021;Valladolid;0;0
06/03/2021;Burgos;89;29
06/03/2021;Burgos;0;0
06/03/2021;León;19;9
06/03/2021;Soria;25;15
06/03/2021;Zamora;19;5
06/03/2021;Valladolid;49;29
06/03/2021;Salamanca;74;18
06/03/2021;Valladolid;0;0
06/03/2021;Segovia;31;13
05/03/2021;Burgos;0;0
05/03/2021;Valladolid;51;29
05/03/2021;Ávila;18;3
05/03/2021;Soria;25;16
05/03/2021;Valladolid;92;29
05/03/2021;León;76;14
05/03/2021;León;19;9
05/03/2021;Salamanca;74;18
05/03/2021;Segovia;31;14
05/03/2021;Burgos;89;31
05/03/2021;Palencia;40;15
05/03/2021;Valladolid;0;0
05/03/2021;Zamora;19;6
05/03/2021;Burgos;0;0
05/03/2021;Valladolid;0;0
04/03/2021;Soria;25;19
04/03/2021;Burgos;0;0
04/03/2021;Palencia;40;16
04/03/2021;Valladolid;53;30
04/03/2021;Valladolid;0;0
04/03/2021;Valladolid;92;30
04/03/2021;León;19;10
04/03/2021;Valladolid;0;0
04/03/2021;Burgos;89;32
04/03/2021;Zamora;19;7
04/03/2021;Ávila;18;3
04/03/2021;Burgos;0;0
04/03/2021;León;76;16
04/03/2021;Salamanca;74;18
04/03/2021;Segovia;31;13
03/03/2021;Ávila;18;3
03/03/2021;Zamora;19;7
03/03/2021;Burgos;89;33
03/03/2021;Segovia;31;12
03/03/2021;León;76;18
03/03/2021;Valladolid;0;0
03/03/2021;Salamanca;74;16
03/03/2021;Soria;25;19
03/03/2021;Burgos;0;0
03/03/2021;Burgos;0;0
03/03/2021;León;23;10
03/03/2021;Palencia;40;15
03/03/2021;Valladolid;92;34
03/03/2021;Valladolid;0;0
03/03/2021;Valladolid;55;30
02/03/2021;Burgos;0;0
02/03/2021;León;76;20
02/03/2021;Valladolid;92;36
02/03/2021;Valladolid;0;0
02/03/2021;Valladolid;0;0
02/03/2021;Burgos;0;0
02/03/2021;León;23;10
02/03/2021;Palencia;40;16
02/03/2021;Zamora;19;8
02/03/2021;Ávila;18;3
02/03/2021;Burgos;89;35
02/03/2021;Salamanca;74;18
02/03/2021;Segovia;31;12
02/03/2021;Soria;25;20
02/03/2021;Valladolid;52;30
01/03/2021;Burgos;0;0
01/03/2021;Valladolid;92;38
01/03/2021;Valladolid;0;0
01/03/2021;Ávila;18;4
01/03/2021;Burgos;0;0
01/03/2021;Salamanca;74;21
01/03/2021;Valladolid;0;0
01/03/2021;Valladolid;53;30
01/03/2021;Burgos;89;35
01/03/2021;Zamora;19;8
01/03/2021;León;76;21
01/03/2021;León;23;12
01/03/2021;Palencia;40;17
01/03/2021;Segovia;31;13
01/03/2021;Soria;25;21
28/02/2021;Burgos;89;35
28/02/2021;León;23;12
28/02/2021;Soria;25;22
28/02/2021;León;76;21
28/02/2021;Burgos;0;0
28/02/2021;Segovia;31;13
28/02/2021;Valladolid;0;0
28/02/2021;Ávila;18;3
28/02/2021;Palencia;40;18
28/02/2021;Salamanca;74;21
28/02/2021;Zamora;19;8
28/02/2021;Burgos;0;0
28/02/2021;Valladolid;92;35
28/02/2021;Valladolid;53;30
28/02/2021;Valladolid;0;0
27/02/2021;León;23;12
27/02/2021;Palencia;40;18
27/02/2021;Valladolid;0;0
27/02/2021;Zamora;19;8
27/02/2021;Burgos;89;34
27/02/2021;Burgos;0;0
27/02/2021;León;76;20
27/02/2021;Soria;25;21
27/02/2021;Valladolid;0;0
27/02/2021;Ávila;18;4
27/02/2021;Burgos;0;0
27/02/2021;Salamanca;74;22
27/02/2021;Segovia;31;13
27/02/2021;Valladolid;92;36
27/02/2021;Valladolid;55;29
26/02/2021;Burgos;89;33
26/02/2021;Valladolid;55;31
26/02/2021;Salamanca;74;22
26/02/2021;León;23;12
26/02/2021;Burgos;0;0
26/02/2021;Palencia;40;18
26/02/2021;Ávila;18;4
26/02/2021;Valladolid;0;0
26/02/2021;Burgos;0;0
26/02/2021;Segovia;31;13
26/02/2021;Zamora;19;8
26/02/2021;León;76;20
26/02/2021;Soria;25;21
26/02/2021;Valladolid;92;36
26/02/2021;Valladolid;0;0
25/02/2021;Zamora;19;8
25/02/2021;Burgos;0;0
25/02/2021;Burgos;0;0
25/02/2021;León;76;21
25/02/2021;León;23;12
25/02/2021;Ávila;18;4
25/02/2021;Burgos;89;32
25/02/2021;Palencia;40;19
25/02/2021;Valladolid;53;33
25/02/2021;Salamanca;74;21
25/02/2021;Segovia;31;12
25/02/2021;Soria;25;19
25/02/2021;Valladolid;92;35
25/02/2021;Valladolid;0;0
25/02/2021;Valladolid;0;0
24/02/2021;Burgos;89;33
24/02/2021;León;76;25
24/02/2021;Segovia;31;12
24/02/2021;Soria;25;20
24/02/2021;Valladolid;92;36
24/02/2021;Valladolid;0;0
24/02/2021;Palencia;40;20
24/02/2021;Burgos;0;0
24/02/2021;Salamanca;74;24
24/02/2021;Valladolid;0;0
24/02/2021;Ávila;18;4
24/02/2021;Burgos;0;0
24/02/2021;León;28;13
24/02/2021;Valladolid;53;35
24/02/2021;Zamora;19;9
23/02/2021;León;28;13
23/02/2021;Ávila;18;5
23/02/2021;Burgos;89;34
23/02/2021;Valladolid;0;0
23/02/2021;Burgos;0;0
23/02/2021;León;76;25
23/02/2021;Valladolid;92;36
23/02/2021;Valladolid;56;35
23/02/2021;Valladolid;0;0
23/02/2021;Segovia;31;12
23/02/2021;Soria;25;20
23/02/2021;Zamora;20;9
23/02/2021;Burgos;0;0
23/02/2021;Palencia;40;20
23/02/2021;Salamanca;74;25
22/02/2021;Burgos;89;32
22/02/2021;Zamora;19;9
22/02/2021;Burgos;0;0
22/02/2021;Salamanca;74;27
22/02/2021;Valladolid;98;40
22/02/2021;Burgos;0;0
22/02/2021;León;28;14
22/02/2021;Segovia;31;13
22/02/2021;Soria;25;19
22/02/2021;Valladolid;0;0
22/02/2021;Ávila;18;6
22/02/2021;León;76;28
22/02/2021;Palencia;40;20
22/02/2021;Valladolid;58;38
22/02/2021;Valladolid;0;0
21/02/2021;Burgos;0;0
21/02/2021;León;28;15
21/02/2021;Soria;25;19
21/02/2021;Valladolid;0;0
21/02/2021;Zamora;19;9
21/02/2021;León;76;28
21/02/2021;Burgos;89;32
21/02/2021;Ávila;18;6
21/02/2021;Burgos;0;0
21/02/2021;Palencia;40;20
21/02/2021;Segovia;31;13
21/02/2021;Salamanca;74;28
21/02/2021;Valladolid;98;40
21/02/2021;Valladolid;58;40
21/02/2021;Valladolid;0;0
20/02/2021;León;28;15
20/02/2021;Palencia;40;20
20/02/2021;Soria;25;17
20/02/2021;Segovia;31;14
20/02/2021;Burgos;0;0
20/02/2021;Salamanca;74;30
20/02/2021;Valladolid;0;0
20/02/2021;Zamora;19;10
20/02/2021;Valladolid;98;40
20/02/2021;Ávila;18;6
20/02/2021;Valladolid;0;0
20/02/2021;Burgos;89;34
20/02/2021;Burgos;0;0
20/02/2021;León;76;28
20/02/2021;Valladolid;58;40
19/02/2021;León;76;34
19/02/2021;Valladolid;0;0
19/02/2021;Valladolid;58;41
19/02/2021;Segovia;31;13
19/02/2021;Burgos;89;33
19/02/2021;Valladolid;98;40
19/02/2021;Burgos;0;0
19/02/2021;Palencia;40;21
19/02/2021;Valladolid;0;0
19/02/2021;León;28;16
19/02/2021;Zamora;19;10
19/02/2021;Ávila;18;6
19/02/2021;Burgos;0;0
19/02/2021;Salamanca;74;32
19/02/2021;Soria;25;16
18/02/2021;León;28;16
18/02/2021;León;76;34
18/02/2021;Palencia;40;22
18/02/2021;Zamora;19;10
18/02/2021;Segovia;31;14
18/02/2021;Valladolid;98;41
18/02/2021;Soria;25;17
18/02/2021;Ávila;18;7
18/02/2021;Burgos;89;35
18/02/2021;Burgos;0;0
18/02/2021;Burgos;0;0
18/02/2021;Salamanca;74;32
18/02/2021;Valladolid;0;0
18/02/2021;Valladolid;58;41
18/02/2021;Valladolid;0;0
17/02/2021;Burgos;89;35
17/02/2021;Zamora;19;11
17/02/2021;Valladolid;98;46
17/02/2021;Valladolid;0;0
17/02/2021;Valladolid;0;0
17/02/2021;Burgos;0;0
17/02/2021;León;28;16
17/02/2021;Palencia;40;22
17/02/2021;Ávila;18;6
17/02/2021;Burgos;0;0
17/02/2021;León;76;34
17/02/2021;Salamanca;74;29
17/02/2021;Segovia;31;15
17/02/2021;Soria;25;16
17/02/2021;Valladolid;60;46
16/02/2021;Ávila;18;5
16/02/2021;Burgos;89;36
16/02/2021;Salamanca;74;31
16/02/2021;Palencia;40;23
16/02/2021;Valladolid;62;48
16/02/2021;Zamora;20;11
16/02/2021;León;76;35
16/02/2021;León;28;16
16/02/2021;Segovia;31;16
16/02/2021;Burgos;0;0
16/02/2021;Burgos;0;0
16/02/2021;Soria;25;18
16/02/2021;Valladolid;96;47
16/02/2021;Valladolid;0;0
16/02/2021;Valladolid;0;0
15/02/2021;Burgos;89;37
15/02/2021;Segovia;31;14
15/02/2021;Valladolid;0;0
15/02/2021;Zamora;20;12
15/02/2021;León;28;16
15/02/2021;Palencia;40;24
15/02/2021;Ávila;18;6
15/02/2021;Burgos;0;0
15/02/2021;Burgos;0;0
15/02/2021;León;76;36
15/02/2021;Salamanca;74;33
15/02/2021;Soria;25;20
15/02/2021;Valladolid;96;48
15/02/2021;Valladolid;62;48
15/02/2021;Valladolid;0;0
14/02/2021;Palencia;40;25
14/02/2021;Segovia;31;15
14/02/2021;Soria;25;19
14/02/2021;Zamora;20;14
14/02/2021;Ávila;18;7
14/02/2021;Burgos;0;0
14/02/2021;Salamanca;74;34
14/02/2021;Burgos;89;39
14/02/2021;León;28;17
14/02/2021;Burgos;0;0
14/02/2021;Valladolid;0;0
14/02/2021;Valladolid;62;47
14/02/2021;León;76;36
14/02/2021;Valladolid;96;48
14/02/2021;Valladolid;0;0
13/02/2021;León;76;37
13/02/2021;Zamora;19;15
13/02/2021;Valladolid;0;0
13/02/2021;Valladolid;62;49
13/02/2021;Soria;25;17
13/02/2021;Ávila;18;7
13/02/2021;Burgos;89;39
13/02/2021;Burgos;0;0
13/02/2021;Palencia;40;24
13/02/2021;León;28;16
13/02/2021;Salamanca;74;29
13/02/2021;Valladolid;0;0
13/02/2021;Burgos;0;0
13/02/2021;Segovia;31;16
13/02/2021;Valladolid;96;44
12/02/2021;Burgos;89;40
12/02/2021;Segovia;31;16
12/02/2021;Burgos;0;0
12/02/2021;León;28;17
12/02/2021;Palencia;40;23
12/02/2021;Valladolid;96;44
12/02/2021;Valladolid;62;50
12/02/2021;Ávila;18;7
12/02/2021;León;78;37
12/02/2021;Valladolid;0;0
12/02/2021;Burgos;0;0
12/02/2021;Salamanca;74;31
12/02/2021;Soria;25;17
12/02/2021;Valladolid;0;0
12/02/2021;Zamora;19;15
11/02/2021;Valladolid;96;44
11/02/2021;León;28;17
11/02/2021;Burgos;0;0
11/02/2021;Palencia;40;26
11/02/2021;León;78;38
11/02/2021;Ávila;18;8
11/02/2021;Salamanca;74;33
11/02/2021;Valladolid;62;50
11/02/2021;Valladolid;0;0
11/02/2021;Burgos;89;41
11/02/2021;Segovia;31;16
11/02/2021;Burgos;0;0
11/02/2021;Soria;25;17
11/02/2021;Valladolid;0;0
11/02/2021;Zamora;19;14
10/02/2021;Zamora;19;12
10/02/2021;Burgos;0;0
10/02/2021;Ávila;18;8
10/02/2021;Segovia;31;18
10/02/2021;Valladolid;0;0
10/02/2021;Burgos;89;41
10/02/2021;Burgos;0;0
10/02/2021;León;78;41
10/02/2021;León;28;18
10/02/2021;Palencia;40;26
10/02/2021;Soria;25;16
10/02/2021;Valladolid;96;43
10/02/2021;Valladolid;0;0
10/02/2021;Salamanca;74;37
10/02/2021;Valladolid;62;49
09/02/2021;Burgos;0;0
09/02/2021;Salamanca;74;39
09/02/2021;Valladolid;96;46
09/02/2021;Valladolid;0;0
09/02/2021;Ávila;18;7
09/02/2021;Segovia;31;16
09/02/2021;Valladolid;0;0
09/02/2021;Burgos;89;40
09/02/2021;Zamora;19;11
09/02/2021;León;79;41
09/02/2021;León;28;18
09/02/2021;Soria;25;15
09/02/2021;Valladolid;63;55
09/02/2021;Burgos;0;0
09/02/2021;Palencia;40;24
08/02/2021;Burgos;0;0
08/02/2021;Salamanca;74;38
08/02/2021;Valladolid;0;0
08/02/2021;Ávila;18;7
08/02/2021;Valladolid;0;0
08/02/2021;Valladolid;96;48
08/02/2021;Zamora;19;10
08/02/2021;Burgos;89;40
08/02/2021;Palencia;40;25
08/02/2021;Segovia;31;15
08/02/2021;Burgos;0;0
08/02/2021;León;80;42
08/02/2021;León;28;18
08/02/2021;Soria;25;15
08/02/2021;Valladolid;64;56
07/02/2021;Palencia;40;26
07/02/2021;Valladolid;96;50
07/02/2021;Valladolid;0;0
07/02/2021;Ávila;18;7
07/02/2021;Burgos;0;0
07/02/2021;Salamanca;74;42
07/02/2021;León;80;43
07/02/2021;Valladolid;63;55
07/02/2021;Segovia;31;14
07/02/2021;Burgos;0;0
07/02/2021;Burgos;89;40
07/02/2021;León;28;19
07/02/2021;Soria;25;17
07/02/2021;Valladolid;0;0
07/02/2021;Zamora;20;10
06/02/2021;Ávila;18;7
06/02/2021;Valladolid;62;51
06/02/2021;Burgos;0;0
06/02/2021;Valladolid;0;0
06/02/2021;Burgos;89;38
06/02/2021;León;80;43
06/02/2021;Palencia;40;26
06/02/2021;Salamanca;74;41
06/02/2021;Valladolid;96;49
06/02/2021;Burgos;0;0
06/02/2021;León;28;20
06/02/2021;Segovia;31;17
06/02/2021;Soria;25;17
06/02/2021;Valladolid;0;0
06/02/2021;Zamora;19;12
05/02/2021;Burgos;0;0
05/02/2021;Burgos;0;0
05/02/2021;León;80;45
05/02/2021;Salamanca;74;42
05/02/2021;Ávila;18;7
05/02/2021;Valladolid;96;51
05/02/2021;Valladolid;62;52
05/02/2021;Valladolid;0;0
05/02/2021;Zamora;19;13
05/02/2021;Palencia;40;25
05/02/2021;Valladolid;0;0
05/02/2021;León;28;20
05/02/2021;Segovia;31;16
05/02/2021;Burgos;89;37
05/02/2021;Soria;22;17
04/02/2021;Burgos;89;36
04/02/2021;Valladolid;96;51
04/02/2021;Valladolid;64;53
04/02/2021;Zamora;19;13
04/02/2021;Burgos;0;0
04/02/2021;Soria;20;15
04/02/2021;Valladolid;0;0
04/02/2021;León;79;46
04/02/2021;León;28;21
04/02/2021;Ávila;18;7
04/02/2021;Salamanca;74;43
04/02/2021;Valladolid;0;0
04/02/2021;Palencia;40;26
04/02/2021;Burgos;0;0
04/02/2021;Segovia;31;17
03/02/2021;Burgos;0;0
03/02/2021;Segovia;31;15
03/02/2021;Palencia;40;27
03/02/2021;Soria;18;12
03/02/2021;Burgos;89;33
03/02/2021;León;28;21
03/02/2021;Valladolid;64;56
03/02/2021;Zamora;19;13
03/02/2021;Salamanca;74;44
03/02/2021;Ávila;18;6
03/02/2021;Burgos;0;0
03/02/2021;León;79;47
03/02/2021;Valladolid;96;48
03/02/2021;Valladolid;0;0
03/02/2021;Valladolid;0;0
02/02/2021;Soria;18;12
02/02/2021;Palencia;40;27
02/02/2021;Zamora;19;13
02/02/2021;Burgos;0;0
02/02/2021;Segovia;29;15
02/02/2021;Valladolid;97;49
02/02/2021;Valladolid;0;0
02/02/2021;Valladolid;63;55
02/02/2021;Ávila;18;6
02/02/2021;Burgos;89;35
02/02/2021;Burgos;0;0
02/02/2021;León;28;21
02/02/2021;Salamanca;74;42
02/02/2021;Valladolid;0;0
02/02/2021;León;78;45
01/02/2021;Valladolid;63;55
01/02/2021;Burgos;89;35
01/02/2021;Burgos;0;0
01/02/2021;Palencia;40;27
01/02/2021;Salamanca;74;43
01/02/2021;Segovia;29;15
01/02/2021;Soria;18;13
01/02/2021;Valladolid;0;0
01/02/2021;Ávila;18;7
01/02/2021;León;28;21
01/02/2021;Valladolid;0;0
01/02/2021;Burgos;0;0
01/02/2021;Valladolid;96;52
01/02/2021;Zamora;19;13
01/02/2021;León;78;43
31/01/2021;Ávila;18;7
31/01/2021;Soria;18;13
31/01/2021;Valladolid;0;0
31/01/2021;Palencia;40;24
31/01/2021;Salamanca;74;43
31/01/2021;Burgos;89;35
31/01/2021;León;28;20
31/01/2021;Segovia;29;14
31/01/2021;Valladolid;0;0
31/01/2021;Zamora;19;12
31/01/2021;Valladolid;62;54
31/01/2021;Burgos;0;0
31/01/2021;Burgos;0;0
31/01/2021;León;66;42
31/01/2021;Valladolid;96;49
30/01/2021;Ávila;18;8
30/01/2021;León;28;21
30/01/2021;Salamanca;74;42
30/01/2021;Valladolid;0;0
30/01/2021;Burgos;0;0
30/01/2021;Palencia;40;21
30/01/2021;Valladolid;0;0
30/01/2021;Zamora;19;11
30/01/2021;Soria;18;13
30/01/2021;Burgos;0;0
30/01/2021;Valladolid;96;48
30/01/2021;Burgos;89;33
30/01/2021;Segovia;29;15
30/01/2021;Valladolid;62;50
30/01/2021;León;66;40
29/01/2021;Burgos;0;0
29/01/2021;Burgos;0;0
29/01/2021;León;66;37
29/01/2021;León;28;23
29/01/2021;Palencia;40;22
29/01/2021;Ávila;18;6
29/01/2021;Burgos;89;31
29/01/2021;Valladolid;0;0
29/01/2021;Segovia;28;13
29/01/2021;Valladolid;96;51
29/01/2021;Soria;18;11
29/01/2021;Zamora;19;11
29/01/2021;Salamanca;74;38
29/01/2021;Valladolid;0;0
29/01/2021;Valladolid;62;49
28/01/2021;Ávila;18;6
28/01/2021;Burgos;0;0
28/01/2021;Salamanca;74;40
28/01/2021;Segovia;28;13
28/01/2021;Valladolid;100;47
28/01/2021;Valladolid;0;0
28/01/2021;Zamora;20;10
28/01/2021;Valladolid;63;48
28/01/2021;Burgos;0;0
28/01/2021;León;66;34
28/01/2021;León;28;21
28/01/2021;Palencia;40;24
28/01/2021;Valladolid;0;0
28/01/2021;Burgos;89;33
28/01/2021;Soria;18;12
27/01/2021;Ávila;18;6
27/01/2021;Burgos;0;0
27/01/2021;León;66;32
27/01/2021;Salamanca;74;40
27/01/2021;Soria;18;12
27/01/2021;Valladolid;0;0
27/01/2021;León;23;19
27/01/2021;Valladolid;0;0
27/01/2021;Zamora;19;10
27/01/2021;Burgos;89;32
27/01/2021;Burgos;0;0
27/01/2021;Segovia;28;14
27/01/2021;Valladolid;61;44
27/01/2021;Palencia;40;22
27/01/2021;Valladolid;94;46
26/01/2021;Valladolid;0;0
26/01/2021;Soria;18;11
26/01/2021;León;23;17
26/01/2021;Palencia;40;23
26/01/2021;Valladolid;60;44
26/01/2021;Salamanca;74;36
26/01/2021;Valladolid;0;0
26/01/2021;Burgos;0;0
26/01/2021;Burgos;0;0
26/01/2021;Segovia;28;15
26/01/2021;Zamora;19;10
26/01/2021;Ávila;18;6
26/01/2021;Burgos;89;29
26/01/2021;León;66;30
26/01/2021;Valladolid;94;43
25/01/2021;Ávila;18;7
25/01/2021;Burgos;89;29
25/01/2021;Burgos;0;0
25/01/2021;León;23;14
25/01/2021;Salamanca;74;38
25/01/2021;Valladolid;0;0
25/01/2021;Zamora;19;10
25/01/2021;Burgos;0;0
25/01/2021;León;72;27
25/01/2021;Soria;17;12
25/01/2021;Valladolid;94;41
25/01/2021;Segovia;28;14
25/01/2021;Palencia;40;23
25/01/2021;Valladolid;0;0
25/01/2021;Valladolid;59;44
24/01/2021;Burgos;0;0
24/01/2021;Burgos;0;0
24/01/2021;Valladolid;94;40
24/01/2021;Valladolid;58;42
24/01/2021;León;68;25
24/01/2021;Valladolid;0;0
24/01/2021;Valladolid;0;0
24/01/2021;Ávila;18;6
24/01/2021;Burgos;89;29
24/01/2021;León;23;14
24/01/2021;Palencia;40;22
24/01/2021;Salamanca;74;34
24/01/2021;Segovia;28;13
24/01/2021;Soria;17;11
24/01/2021;Zamora;19;11
23/01/2021;Burgos;89;27
23/01/2021;Burgos;0;0
23/01/2021;Valladolid;0;0
23/01/2021;Ávila;18;8
23/01/2021;Burgos;0;0
23/01/2021;León;68;21
23/01/2021;León;23;12
23/01/2021;Salamanca;74;32
23/01/2021;Segovia;28;14
23/01/2021;Soria;17;10
23/01/2021;Valladolid;94;37
23/01/2021;Zamora;20;11
23/01/2021;Palencia;40;20
23/01/2021;Valladolid;54;37
23/01/2021;Valladolid;0;0
22/01/2021;Burgos;0;0
22/01/2021;León;68;21
22/01/2021;Salamanca;74;29
22/01/2021;Soria;17;9
22/01/2021;Valladolid;85;29
22/01/2021;Valladolid;54;38
22/01/2021;Valladolid;0;0
22/01/2021;Ávila;18;8
22/01/2021;Segovia;28;13
22/01/2021;Burgos;89;25
22/01/2021;Burgos;0;0
22/01/2021;León;23;13
22/01/2021;Palencia;40;18
22/01/2021;Valladolid;0;0
22/01/2021;Zamora;19;6
21/01/2021;Segovia;28;12
21/01/2021;Valladolid;52;34
21/01/2021;Zamora;19;8
21/01/2021;Burgos;0;0
21/01/2021;Salamanca;74;26
21/01/2021;Valladolid;0;0
21/01/2021;Valladolid;0;0
21/01/2021;Ávila;18;7
21/01/2021;Burgos;89;27
21/01/2021;Burgos;0;0
21/01/2021;León;68;19
21/01/2021;León;23;13
21/01/2021;Palencia;40;22
21/01/2021;Soria;17;7
21/01/2021;Valladolid;83;32
20/01/2021;Burgos;89;26
20/01/2021;Palencia;40;18
20/01/2021;Segovia;28;12
20/01/2021;Valladolid;50;31
20/01/2021;Zamora;20;9
20/01/2021;Burgos;0;0
20/01/2021;Salamanca;74;18
20/01/2021;Valladolid;0;0
20/01/2021;Ávila;18;7
20/01/2021;Burgos;0;0
20/01/2021;León;66;20
20/01/2021;León;23;13
20/01/2021;Soria;17;7
20/01/2021;Valladolid;83;30
20/01/2021;Valladolid;0;0
19/01/2021;Ávila;18;8
19/01/2021;Burgos;0;0
19/01/2021;Soria;17;5
19/01/2021;León;66;18
19/01/2021;León;23;12
19/01/2021;Palencia;40;16
19/01/2021;Burgos;89;26
19/01/2021;Valladolid;83;27
19/01/2021;Valladolid;0;0
19/01/2021;Burgos;0;0
19/01/2021;Salamanca;74;15
19/01/2021;Segovia;28;14
19/01/2021;Valladolid;48;28
19/01/2021;Valladolid;0;0
19/01/2021;Zamora;19;9
18/01/2021;Burgos;89;25
18/01/2021;Burgos;0;0
18/01/2021;Segovia;28;13
18/01/2021;Soria;17;6
18/01/2021;Valladolid;0;0
18/01/2021;Ávila;18;6
18/01/2021;Palencia;40;19
18/01/2021;Valladolid;0;0
18/01/2021;León;23;13
18/01/2021;Burgos;0;0
18/01/2021;León;66;17
18/01/2021;Salamanca;74;12
18/01/2021;Valladolid;79;28
18/01/2021;Valladolid;46;24
18/01/2021;Zamora;19;10
17/01/2021;Burgos;89;26
17/01/2021;León;23;13
17/01/2021;Valladolid;0;0
17/01/2021;Zamora;19;9
17/01/2021;Burgos;0;0
17/01/2021;Burgos;0;0
17/01/2021;León;66;15
17/01/2021;Salamanca;74;11
17/01/2021;Ávila;18;6
17/01/2021;Palencia;40;16
17/01/2021;Segovia;28;13
17/01/2021;Soria;17;7
17/01/2021;Valladolid;79;27
17/01/2021;Valladolid;46;22
17/01/2021;Valladolid;0;0
16/01/2021;Ávila;18;7
16/01/2021;Segovia;28;12
16/01/2021;Valladolid;0;0
16/01/2021;Soria;17;6
16/01/2021;Salamanca;74;10
16/01/2021;Valladolid;79;28
16/01/2021;Zamora;19;9
16/01/2021;Burgos;89;26
16/01/2021;Burgos;0;0
16/01/2021;Burgos;0;0
16/01/2021;León;66;13
16/01/2021;León;23;12
16/01/2021;Palencia;40;16
16/01/2021;Valladolid;47;21
16/01/2021;Valladolid;0;0
15/01/2021;Burgos;0;0
15/01/2021;León;66;13
15/01/2021;León;23;12
15/01/2021;Palencia;40;15
15/01/2021;Valladolid;79;27
15/01/2021;Valladolid;45;21
15/01/2021;Zamora;19;9
15/01/2021;Burgos;89;27
15/01/2021;Burgos;0;0
15/01/2021;Ávila;18;7
15/01/2021;Salamanca;74;10
15/01/2021;Segovia;28;13
15/01/2021;Soria;17;6
15/01/2021;Valladolid;0;0
