Fecha;Provincia;porcentaje_total
29/09/2021;Ávila;7,20094584
29/09/2021;Salamanca;9,065190291
29/09/2021;Soria;6,8577412
29/09/2021;Valladolid;8,438913091
29/09/2021;León;7,586338972
29/09/2021;Segovia;8,112216647
29/09/2021;Zamora;7,65406825
29/09/2021;Castilla y León;8,138159702
28/09/2021;Burgos;8,677034543
28/09/2021;Palencia;8,174905558
28/09/2021;Valladolid;8,449986405
28/09/2021;Segovia;8,118204417
28/09/2021;Zamora;7,658964846
28/09/2021;Ávila;7,20585576
28/09/2021;León;7,592545511
28/09/2021;Salamanca;9,073328143
28/09/2021;Soria;6,863340828
28/09/2021;Castilla y León;8,145441127
27/09/2021;Burgos;8,682320953
27/09/2021;Ávila;7,214444536
27/09/2021;Palencia;8,182840404
27/09/2021;Salamanca;9,080826881
27/09/2021;Segovia;8,123976487
27/09/2021;Soria;6,870236749
27/09/2021;León;7,598930329
27/09/2021;Valladolid;8,458779262
27/09/2021;Zamora;7,668478483
27/09/2021;Castilla y León;8,152818413
26/09/2021;León;7,606149289
26/09/2021;Palencia;8,190036882
26/09/2021;Salamanca;9,087065442
26/09/2021;Valladolid;8,468124432
26/09/2021;Ávila;7,218814917
26/09/2021;Burgos;8,687795295
26/09/2021;Segovia;8,132674655
26/09/2021;Castilla y León;8,160189039
26/09/2021;Soria;6,874784338
26/09/2021;Zamora;7,680026854
24/09/2021;Burgos;8,696429791
24/09/2021;León;7,612338846
24/09/2021;Segovia;8,129828167
24/09/2021;Zamora;7,686822824
24/09/2021;Castilla y León;8,167480164
24/09/2021;Ávila;7,226180353
24/09/2021;Palencia;8,197115307
24/09/2021;Salamanca;9,096960133
24/09/2021;Soria;6,882724833
24/09/2021;Valladolid;8,477652862
23/09/2021;Salamanca;9,104031507
23/09/2021;Castilla y León;8,17236163
23/09/2021;Burgos;8,701072336
23/09/2021;Palencia;8,202892614
23/09/2021;Soria;6,886993495
23/09/2021;Valladolid;8,482806777
23/09/2021;Zamora;7,696063548
23/09/2021;Ávila;7,229259103
23/09/2021;León;7,619547857
23/09/2021;Segovia;8,122407825
22/09/2021;Ávila;7,233444291
22/09/2021;Burgos;8,70576432
22/09/2021;León;7,622364536
22/09/2021;Palencia;8,208001093
22/09/2021;Soria;6,889075502
22/09/2021;Zamora;7,701944483
22/09/2021;Salamanca;9,110500145
22/09/2021;Valladolid;8,490793965
22/09/2021;Segovia;8,124260745
22/09/2021;Castilla y León;8,17731299
21/09/2021;Ávila;7,241246538
21/09/2021;Burgos;8,713161207
21/09/2021;Soria;6,894654248
21/09/2021;Valladolid;8,499861244
21/09/2021;Zamora;7,706636293
21/09/2021;Castilla y León;8,184005285
21/09/2021;León;7,628152417
21/09/2021;Palencia;8,212723975
21/09/2021;Salamanca;9,116213387
21/09/2021;Segovia;8,129660746
20/09/2021;Segovia;8,136839581
20/09/2021;Ávila;7,246923613
20/09/2021;Burgos;8,722488679
20/09/2021;Salamanca;9,122309482
20/09/2021;Soria;6,900262668
20/09/2021;Zamora;7,718477392
20/09/2021;León;7,632285018
20/09/2021;Palencia;8,219048581
20/09/2021;Valladolid;8,505075116
20/09/2021;Castilla y León;8,190527541
19/09/2021;Ávila;7,250503248
19/09/2021;León;7,637959159
19/09/2021;Soria;6,905669816
19/09/2021;Valladolid;8,510724702
19/09/2021;Burgos;8,728957852
19/09/2021;Palencia;8,222468046
19/09/2021;Salamanca;9,129886908
19/09/2021;Segovia;8,143482223
19/09/2021;Zamora;7,727428329
19/09/2021;Castilla y León;8,1965234
18/09/2021;Ávila;7,251329881
18/09/2021;Salamanca;9,134980859
18/09/2021;Valladolid;8,515212597
18/09/2021;Castilla y León;8,200503186
18/09/2021;Burgos;8,735091963
18/09/2021;Palencia;8,227058724
18/09/2021;León;7,641206496
18/09/2021;Segovia;8,146108485
18/09/2021;Soria;6,908580184
18/09/2021;Zamora;7,729885176
17/09/2021;León;7,644239737
17/09/2021;Salamanca;9,137870951
17/09/2021;Soria;6,912993484
17/09/2021;Ávila;7,257467805
17/09/2021;Burgos;8,73916195
17/09/2021;Segovia;8,148963442
17/09/2021;Castilla y León;8,204533083
17/09/2021;Palencia;8,230842624
17/09/2021;Valladolid;8,519850614
17/09/2021;Zamora;7,735949558
16/09/2021;Palencia;8,237133158
16/09/2021;Segovia;8,153710463
16/09/2021;Castilla y León;8,209684016
16/09/2021;Ávila;7,261744799
16/09/2021;Burgos;8,744104826
16/09/2021;Soria;6,915951902
16/09/2021;León;7,649262306
16/09/2021;Salamanca;9,14477614
16/09/2021;Valladolid;8,524261835
16/09/2021;Zamora;7,743343626
15/09/2021;Soria;6,918628454
15/09/2021;Valladolid;8,527993839
15/09/2021;Castilla y León;8,213160536
15/09/2021;Ávila;7,26378846
15/09/2021;Burgos;8,748463039
15/09/2021;León;7,651491628
15/09/2021;Palencia;8,240869844
15/09/2021;Salamanca;9,148659441
15/09/2021;Segovia;8,15497949
15/09/2021;Zamora;7,751074986
14/09/2021;Ávila;7,266828467
14/09/2021;Burgos;8,755475249
14/09/2021;León;7,65534955
14/09/2021;Palencia;8,244731377
14/09/2021;Salamanca;9,152420025
14/09/2021;Segovia;8,158385288
14/09/2021;Soria;6,921035645
14/09/2021;Valladolid;8,534052309
14/09/2021;Zamora;7,760971365
14/09/2021;Castilla y León;8,218222624
13/09/2021;Ávila;7,274268793
13/09/2021;Burgos;8,763421782
13/09/2021;León;7,655874574
13/09/2021;Palencia;8,249210684
13/09/2021;Segovia;8,16489845
13/09/2021;Castilla y León;8,22363394
13/09/2021;Valladolid;8,539520793
13/09/2021;Salamanca;9,159362759
13/09/2021;Soria;6,926595625
13/09/2021;Zamora;7,768625905
12/09/2021;Ávila;7,280396649
12/09/2021;Burgos;8,768751192
12/09/2021;León;7,659337585
12/09/2021;Segovia;8,17230485
12/09/2021;Zamora;7,775377072
12/09/2021;Soria;6,929270433
12/09/2021;Valladolid;8,54435319
12/09/2021;Palencia;8,255932259
12/09/2021;Salamanca;9,161067067
12/09/2021;Castilla y León;8,228411414
11/09/2021;Salamanca;9,165155096
11/09/2021;Zamora;7,779066529
11/09/2021;León;7,662129854
11/09/2021;Segovia;8,177721443
11/09/2021;Valladolid;8,547751061
11/09/2021;Ávila;7,286534187
11/09/2021;Burgos;8,770382994
11/09/2021;Palencia;8,258368682
11/09/2021;Soria;6,929849329
11/09/2021;Castilla y León;8,231642642
10/09/2021;Burgos;8,773405681
10/09/2021;Salamanca;9,167990064
10/09/2021;Soria;6,93402528
10/09/2021;Ávila;7,288403879
10/09/2021;León;7,665656128
10/09/2021;Valladolid;8,556053522
10/09/2021;Palencia;8,260371048
10/09/2021;Segovia;8,180987043
10/09/2021;Zamora;7,78327993
10/09/2021;Castilla y León;8,235802287
09/09/2021;Ávila;7,290151379
09/09/2021;León;7,670952554
09/09/2021;Segovia;8,184756469
09/09/2021;Palencia;8,260669429
09/09/2021;Salamanca;9,174055106
09/09/2021;Valladolid;8,560697425
09/09/2021;Castilla y León;8,240520755
09/09/2021;Burgos;8,779892872
09/09/2021;Soria;6,937367276
09/09/2021;Zamora;7,79098991
08/09/2021;León;7,674284061
08/09/2021;Palencia;8,261933905
08/09/2021;Segovia;8,186921134
08/09/2021;Soria;6,940113413
08/09/2021;Valladolid;8,564203868
08/09/2021;Zamora;7,795686587
08/09/2021;Ávila;7,290289824
08/09/2021;Salamanca;9,177714447
08/09/2021;Castilla y León;8,243740903
08/09/2021;Burgos;8,784701311
07/09/2021;Burgos;8,789356809
07/09/2021;Palencia;8,263031381
07/09/2021;Soria;6,939731741
07/09/2021;Zamora;7,800923799
07/09/2021;Ávila;7,295556797
07/09/2021;Salamanca;9,183408333
07/09/2021;León;7,678842389
07/09/2021;Segovia;8,190250087
07/09/2021;Valladolid;8,565329937
07/09/2021;Castilla y León;8,247135531
06/09/2021;Segovia;8,194674956
06/09/2021;Ávila;7,297873504
06/09/2021;Burgos;8,792929802
06/09/2021;León;7,682104805
06/09/2021;Palencia;8,267083284
06/09/2021;Salamanca;9,183776839
06/09/2021;Castilla y León;8,251206832
06/09/2021;Soria;6,946742329
06/09/2021;Valladolid;8,570812713
06/09/2021;Zamora;7,809878454
05/09/2021;León;7,68712804
05/09/2021;Valladolid;8,574115628
05/09/2021;Palencia;8,272428209
05/09/2021;Salamanca;9,191160369
05/09/2021;Soria;6,949789025
05/09/2021;Zamora;7,816572659
05/09/2021;Ávila;7,304768923
05/09/2021;Burgos;8,79457909
05/09/2021;Segovia;8,198763885
05/09/2021;Castilla y León;8,25570013
04/09/2021;Burgos;8,797816651
04/09/2021;Soria;6,951211959
04/09/2021;Castilla y León;8,258711648
04/09/2021;Ávila;7,30908355
04/09/2021;Palencia;8,275811984
04/09/2021;Valladolid;8,577640325
04/09/2021;León;7,688209274
04/09/2021;Salamanca;9,19504694
04/09/2021;Segovia;8,202928259
04/09/2021;Zamora;7,81966677
03/09/2021;León;7,690117479
03/09/2021;Segovia;8,205809585
03/09/2021;Zamora;7,821775117
03/09/2021;Castilla y León;8,261734037
03/09/2021;Ávila;7,310518811
03/09/2021;Burgos;8,800851278
03/09/2021;Palencia;8,278880777
03/09/2021;Salamanca;9,198051656
03/09/2021;Soria;6,957204717
03/09/2021;Valladolid;8,581885407
02/09/2021;Burgos;8,804106636
02/09/2021;Salamanca;9,200056424
02/09/2021;Segovia;8,208347005
02/09/2021;Valladolid;8,585126017
02/09/2021;Castilla y León;8,264449679
02/09/2021;Ávila;7,30993411
02/09/2021;Soria;6,959750529
02/09/2021;Zamora;7,825995587
02/09/2021;León;7,693314372
02/09/2021;Palencia;8,281192127
01/09/2021;Burgos;8,806556189
01/09/2021;Salamanca;9,205184676
01/09/2021;Soria;6,965328694
01/09/2021;Valladolid;8,590899583
01/09/2021;Castilla y León;8,268178793
01/09/2021;Ávila;7,31046855
01/09/2021;León;7,694020694
01/09/2021;Palencia;8,283175885
01/09/2021;Segovia;8,210351645
01/09/2021;Zamora;7,838385711
31/08/2021;Burgos;8,814512178
31/08/2021;Valladolid;8,589237289
31/08/2021;Salamanca;9,209124449
31/08/2021;Soria;6,980535546
31/08/2021;Castilla y León;8,274932077
31/08/2021;Ávila;7,315128901
31/08/2021;León;7,696236744
31/08/2021;Palencia;8,287424594
31/08/2021;Segovia;8,228790662
31/08/2021;Zamora;7,871231936
30/08/2021;León;7,699952065
30/08/2021;Palencia;8,288713284
30/08/2021;Zamora;7,879789453
30/08/2021;Castilla y León;8,279727151
30/08/2021;Ávila;7,315457333
30/08/2021;Salamanca;9,2127432
30/08/2021;Segovia;8,23901784
30/08/2021;Soria;6,988147901
30/08/2021;Valladolid;8,595783855
30/08/2021;Burgos;8,818134325
29/08/2021;Ávila;7,319272752
29/08/2021;Palencia;8,293204567
29/08/2021;Segovia;8,241598043
29/08/2021;Castilla y León;8,282731653
29/08/2021;Burgos;8,820340987
29/08/2021;Salamanca;9,214777422
29/08/2021;Valladolid;8,596629109
29/08/2021;León;7,705836478
29/08/2021;Soria;6,994424734
29/08/2021;Zamora;7,881431672
28/08/2021;Palencia;8,296660196
28/08/2021;Valladolid;8,599202958
28/08/2021;Castilla y León;8,284404691
28/08/2021;Segovia;8,241595928
28/08/2021;Ávila;7,320250863
28/08/2021;Burgos;8,820510763
28/08/2021;León;7,707342069
28/08/2021;Salamanca;9,2149589
28/08/2021;Soria;6,996072032
28/08/2021;Zamora;7,884840612
27/08/2021;Burgos;8,825478756
27/08/2021;León;7,710633659
27/08/2021;Palencia;8,297972811
27/08/2021;Zamora;7,888713177
27/08/2021;Ávila;7,321743061
27/08/2021;Salamanca;9,218308048
27/08/2021;Castilla y León;8,287099553
27/08/2021;Segovia;8,245300357
27/08/2021;Soria;6,994775252
27/08/2021;Valladolid;8,600697664
26/08/2021;Ávila;7,319397322
26/08/2021;Soria;6,994978878
26/08/2021;Valladolid;8,60117769
26/08/2021;Palencia;8,300297901
26/08/2021;Salamanca;9,218418576
26/08/2021;Zamora;7,893072083
26/08/2021;Burgos;8,826082439
26/08/2021;León;7,712334658
26/08/2021;Segovia;8,251765713
26/08/2021;Castilla y León;8,288501686
25/08/2021;Salamanca;9,219069341
25/08/2021;Valladolid;8,5982233
25/08/2021;Castilla y León;8,289354936
25/08/2021;León;7,715130043
25/08/2021;Palencia;8,304152409
25/08/2021;Soria;6,997122816
25/08/2021;Ávila;7,319192282
25/08/2021;Burgos;8,829249385
25/08/2021;Segovia;8,253224585
25/08/2021;Zamora;7,891501493
24/08/2021;Ávila;7,320033799
24/08/2021;Burgos;8,834567503
24/08/2021;León;7,718397316
24/08/2021;Valladolid;8,597638432
24/08/2021;Zamora;7,898553834
24/08/2021;Castilla y León;8,290510486
24/08/2021;Palencia;8,30620305
24/08/2021;Salamanca;9,212976023
24/08/2021;Segovia;8,249365323
24/08/2021;Soria;7,001457212
23/08/2021;Ávila;7,322553206
23/08/2021;Burgos;8,824178137
23/08/2021;Palencia;8,309402965
23/08/2021;Valladolid;8,596307376
23/08/2021;León;7,717699972
23/08/2021;Segovia;8,256676983
23/08/2021;Salamanca;9,208598178
23/08/2021;Soria;7,008296524
23/08/2021;Zamora;7,90262704
23/08/2021;Castilla y León;8,289477011
22/08/2021;Palencia;8,312631442
22/08/2021;Salamanca;9,208543513
22/08/2021;Segovia;8,259200804
22/08/2021;Soria;7,006201346
22/08/2021;Valladolid;8,595899253
22/08/2021;Castilla y León;8,290089017
22/08/2021;Ávila;7,320053349
22/08/2021;Burgos;8,827014118
22/08/2021;León;7,718223312
22/08/2021;Zamora;7,900068977
21/08/2021;Ávila;7,319700456
21/08/2021;Palencia;8,315293944
21/08/2021;Zamora;7,905128106
21/08/2021;León;7,717987524
21/08/2021;Salamanca;9,207357954
21/08/2021;Soria;7,011249491
21/08/2021;Valladolid;8,596848387
21/08/2021;Castilla y León;8,291058695
21/08/2021;Burgos;8,826813193
21/08/2021;Segovia;8,260797748
20/08/2021;Soria;7,012422459
20/08/2021;Burgos;8,826340551
20/08/2021;León;7,716478641
20/08/2021;Segovia;8,262341752
20/08/2021;Ávila;7,317357312
20/08/2021;Palencia;8,316397422
20/08/2021;Salamanca;9,201318291
20/08/2021;Valladolid;8,59344732
20/08/2021;Zamora;7,909374986
20/08/2021;Castilla y León;8,289529149
19/08/2021;Burgos;8,826166542
19/08/2021;León;7,713717753
19/08/2021;Segovia;8,259819536
19/08/2021;Soria;7,0124244
19/08/2021;Castilla y León;8,287105045
19/08/2021;Ávila;7,310449801
19/08/2021;Palencia;8,317348964
19/08/2021;Salamanca;9,198243894
19/08/2021;Valladolid;8,591121907
19/08/2021;Zamora;7,900459153
18/08/2021;Ávila;7,303808987
18/08/2021;Burgos;8,824491498
18/08/2021;León;7,71141326
18/08/2021;Palencia;8,320576861
18/08/2021;Salamanca;9,177826622
18/08/2021;Valladolid;8,585126005
18/08/2021;Zamora;7,898735716
18/08/2021;Segovia;8,262252057
18/08/2021;Soria;7,014118434
18/08/2021;Castilla y León;8,28314746
17/08/2021;León;7,706031907
17/08/2021;Segovia;8,260676333
17/08/2021;Valladolid;8,5862084
17/08/2021;Burgos;8,829316198
17/08/2021;Salamanca;9,1748534
17/08/2021;Zamora;7,911608952
17/08/2021;Ávila;7,290806526
17/08/2021;Palencia;8,321285681
17/08/2021;Soria;7,0267419
17/08/2021;Castilla y León;8,283309087
16/08/2021;Burgos;8,827447744
16/08/2021;León;7,70322304
16/08/2021;Palencia;8,321352695
16/08/2021;Segovia;8,262817682
16/08/2021;Ávila;7,287623976
16/08/2021;Salamanca;9,170836312
16/08/2021;Soria;7,027785634
16/08/2021;Zamora;7,912383632
16/08/2021;Valladolid;8,5848504
16/08/2021;Castilla y León;8,281763155
15/08/2021;Ávila;7,283266239
15/08/2021;Burgos;8,828456727
15/08/2021;Salamanca;9,171826256
15/08/2021;Soria;7,030744812
15/08/2021;Segovia;8,264708441
15/08/2021;Zamora;7,912917246
15/08/2021;Castilla y León;8,281947369
15/08/2021;León;7,704182287
15/08/2021;Palencia;8,320948963
15/08/2021;Valladolid;8,583255002
14/08/2021;Castilla y León;8,280931744
14/08/2021;Palencia;8,318354876
14/08/2021;Soria;7,023305821
14/08/2021;Zamora;7,912145607
14/08/2021;Ávila;7,275865836
14/08/2021;Burgos;8,828521474
14/08/2021;León;7,704377891
14/08/2021;Salamanca;9,171233776
14/08/2021;Segovia;8,269694242
14/08/2021;Valladolid;8,581790384
13/08/2021;Ávila;7,268691609
13/08/2021;León;7,700396416
13/08/2021;Palencia;8,314345799
13/08/2021;Salamanca;9,166792197
13/08/2021;Valladolid;8,580957571
13/08/2021;Castilla y León;8,277227896
13/08/2021;Burgos;8,823935935
13/08/2021;Segovia;8,263694101
13/08/2021;Soria;7,022374109
13/08/2021;Zamora;7,90408876
12/08/2021;Ávila;7,260575548
12/08/2021;Salamanca;9,161289086
12/08/2021;Zamora;7,885972389
12/08/2021;Burgos;8,817154676
12/08/2021;Palencia;8,318178438
12/08/2021;Soria;7,018475602
12/08/2021;Castilla y León;8,273415714
12/08/2021;León;7,697624113
12/08/2021;Segovia;8,260453402
12/08/2021;Valladolid;8,583042388
11/08/2021;Ávila;7,239968176
11/08/2021;Soria;7,013705993
11/08/2021;Valladolid;8,577196059
11/08/2021;Castilla y León;8,267753955
11/08/2021;Burgos;8,804215355
11/08/2021;Segovia;8,255369398
11/08/2021;León;7,693932869
11/08/2021;Palencia;8,315222911
11/08/2021;Salamanca;9,162373977
11/08/2021;Zamora;7,886807746
10/08/2021;Ávila;7,224998017
10/08/2021;León;7,68662698
10/08/2021;Palencia;8,31398128
10/08/2021;Segovia;8,244247477
10/08/2021;Burgos;8,801511626
10/08/2021;Soria;7,010797857
10/08/2021;Valladolid;8,570168784
10/08/2021;Salamanca;9,160591664
10/08/2021;Zamora;7,888091265
10/08/2021;Castilla y León;8,262218508
09/08/2021;Burgos;8,788017387
09/08/2021;León;7,683702636
09/08/2021;Palencia;8,3115639
09/08/2021;Segovia;8,248823952
09/08/2021;Soria;7,011994343
09/08/2021;Ávila;7,216121583
09/08/2021;Salamanca;9,161277279
09/08/2021;Valladolid;8,561648288
09/08/2021;Zamora;7,876939691
09/08/2021;Castilla y León;8,256767705
08/08/2021;Ávila;7,205752927
08/08/2021;Palencia;8,311444398
08/08/2021;León;7,679237695
08/08/2021;Castilla y León;8,250637256
08/08/2021;Burgos;8,780150005
08/08/2021;Salamanca;9,158626013
08/08/2021;Segovia;8,232628954
08/08/2021;Soria;7,011453792
08/08/2021;Valladolid;8,549616332
08/08/2021;Zamora;7,8873552
07/08/2021;Burgos;8,773022112
07/08/2021;Palencia;8,308602308
07/08/2021;Salamanca;9,158565268
07/08/2021;Soria;7,009492813
07/08/2021;Castilla y León;8,248467729
07/08/2021;Ávila;7,199121043
07/08/2021;Valladolid;8,548556379
07/08/2021;Zamora;7,888688849
07/08/2021;León;7,67766067
07/08/2021;Segovia;8,233583092
06/08/2021;León;7,675834102
06/08/2021;Segovia;8,229593793
06/08/2021;Soria;6,999581774
06/08/2021;Valladolid;8,546771983
06/08/2021;Castilla y León;8,245003223
06/08/2021;Ávila;7,189884882
06/08/2021;Burgos;8,767066504
06/08/2021;Palencia;8,305932273
06/08/2021;Salamanca;9,158736109
06/08/2021;Zamora;7,885079586
05/08/2021;Valladolid;8,551431507
05/08/2021;Castilla y León;8,240065013
05/08/2021;Ávila;7,168825621
05/08/2021;Burgos;8,757907201
05/08/2021;León;7,671786837
05/08/2021;Palencia;8,295997075
05/08/2021;Salamanca;9,148255046
05/08/2021;Segovia;8,22537855
05/08/2021;Soria;6,994225002
05/08/2021;Zamora;7,889697776
04/08/2021;Salamanca;9,149876196
04/08/2021;Soria;6,995337169
04/08/2021;Valladolid;8,545248474
04/08/2021;Zamora;7,892769698
04/08/2021;Ávila;7,1535029
04/08/2021;Burgos;8,744957535
04/08/2021;León;7,675559542
04/08/2021;Palencia;8,294872497
04/08/2021;Segovia;8,222261714
04/08/2021;Castilla y León;8,236583649
03/08/2021;Burgos;8,72593976
03/08/2021;Palencia;8,287372456
03/08/2021;Salamanca;9,143155949
03/08/2021;Valladolid;8,543648172
03/08/2021;Zamora;7,895964126
03/08/2021;Castilla y León;8,231005799
03/08/2021;Soria;6,993393275
03/08/2021;Ávila;7,147938207
03/08/2021;León;7,672676981
03/08/2021;Segovia;8,2208193
02/08/2021;Ávila;7,133853393
02/08/2021;Burgos;8,713860789
02/08/2021;Palencia;8,289111213
02/08/2021;Segovia;8,219748824
02/08/2021;Soria;6,994518729
02/08/2021;Salamanca;9,137309482
02/08/2021;Valladolid;8,534183205
02/08/2021;Castilla y León;8,225604205
02/08/2021;León;7,673114432
02/08/2021;Zamora;7,893481645
01/08/2021;Burgos;8,708957336
01/08/2021;León;7,678524904
01/08/2021;Segovia;8,216147242
01/08/2021;Soria;6,99709737
01/08/2021;Valladolid;8,531595857
01/08/2021;Zamora;7,894843622
01/08/2021;Castilla y León;8,224101958
01/08/2021;Ávila;7,12182182
01/08/2021;Palencia;8,286866586
01/08/2021;Salamanca;9,135321649
31/07/2021;Segovia;8,206492696
31/07/2021;Valladolid;8,523049448
31/07/2021;Burgos;8,702556273
31/07/2021;Salamanca;9,134237205
31/07/2021;Soria;6,995202503
31/07/2021;Castilla y León;8,218533058
31/07/2021;Ávila;7,116405215
31/07/2021;León;7,67287808
31/07/2021;Palencia;8,280788653
31/07/2021;Zamora;7,894511246
30/07/2021;Zamora;7,89001523
30/07/2021;Burgos;8,688982969
30/07/2021;Palencia;8,274839553
30/07/2021;Salamanca;9,125129104
30/07/2021;Segovia;8,203467256
30/07/2021;Castilla y León;8,212575011
30/07/2021;Ávila;7,115555576
30/07/2021;León;7,670093584
30/07/2021;Soria;6,985436196
30/07/2021;Valladolid;8,520290706
29/07/2021;Ávila;7,102892581
29/07/2021;Salamanca;9,123430757
29/07/2021;Segovia;8,189978684
29/07/2021;Valladolid;8,513038082
29/07/2021;Burgos;8,677594437
29/07/2021;Castilla y León;8,204783168
29/07/2021;León;7,663511925
29/07/2021;Palencia;8,265528187
29/07/2021;Soria;6,975882083
29/07/2021;Zamora;7,88913451
28/07/2021;Ávila;7,076126924
28/07/2021;Palencia;8,245896341
28/07/2021;Salamanca;9,120810826
28/07/2021;Segovia;8,181072807
28/07/2021;Soria;6,964958731
28/07/2021;Valladolid;8,498882535
28/07/2021;Castilla y León;8,191830488
28/07/2021;Burgos;8,658922356
28/07/2021;León;7,656803935
28/07/2021;Zamora;7,873589124
27/07/2021;Ávila;7,063794524
27/07/2021;Burgos;8,637810312
27/07/2021;León;7,648960356
27/07/2021;Palencia;8,232324817
27/07/2021;Valladolid;8,485809868
27/07/2021;Zamora;7,863578686
27/07/2021;Castilla y León;8,180544375
27/07/2021;Salamanca;9,116217247
27/07/2021;Segovia;8,17221079
27/07/2021;Soria;6,961919515
26/07/2021;León;7,642735103
26/07/2021;Palencia;8,210747891
26/07/2021;Segovia;8,164745891
26/07/2021;Ávila;7,047506871
26/07/2021;Salamanca;9,107213784
26/07/2021;Castilla y León;8,166014774
26/07/2021;Burgos;8,615594736
26/07/2021;Soria;6,946175384
26/07/2021;Valladolid;8,470160696
26/07/2021;Zamora;7,842454774
25/07/2021;León;7,636040766
25/07/2021;Palencia;8,186207646
25/07/2021;Segovia;8,153519029
25/07/2021;Soria;6,932335209
25/07/2021;Zamora;7,844082172
25/07/2021;Burgos;8,591327416
25/07/2021;Valladolid;8,451351289
25/07/2021;Castilla y León;8,152779211
25/07/2021;Ávila;7,031686305
25/07/2021;Salamanca;9,109412747
24/07/2021;Ávila;7,0247896
24/07/2021;Segovia;8,146711405
24/07/2021;Valladolid;8,442642016
24/07/2021;Zamora;7,839373218
24/07/2021;Castilla y León;8,145021715
24/07/2021;Burgos;8,576212019
24/07/2021;Salamanca;9,109237627
24/07/2021;Soria;6,925120624
24/07/2021;León;7,628683007
24/07/2021;Palencia;8,179084977
23/07/2021;Ávila;7,01851937
23/07/2021;Burgos;8,551926621
23/07/2021;Palencia;8,160124527
23/07/2021;Salamanca;9,110327516
23/07/2021;Segovia;8,140927426
23/07/2021;León;7,614247791
23/07/2021;Soria;6,908765331
23/07/2021;Valladolid;8,430332947
23/07/2021;Castilla y León;8,132832945
23/07/2021;Zamora;7,838438292
22/07/2021;Burgos;8,518370371
22/07/2021;León;7,603311688
22/07/2021;Soria;6,886246151
22/07/2021;Zamora;7,828247836
22/07/2021;Ávila;6,997136969
22/07/2021;Palencia;8,141830446
22/07/2021;Valladolid;8,420047383
22/07/2021;Salamanca;9,103776045
22/07/2021;Segovia;8,137088228
22/07/2021;Castilla y León;8,117702075
21/07/2021;Ávila;6,974647314
21/07/2021;León;7,591901267
21/07/2021;Burgos;8,474194924
21/07/2021;Palencia;8,116676112
21/07/2021;Segovia;8,104845334
21/07/2021;Zamora;7,816078101
21/07/2021;Castilla y León;8,096749563
21/07/2021;Salamanca;9,091225956
21/07/2021;Soria;6,874376191
21/07/2021;Valladolid;8,404757883
20/07/2021;Ávila;6,963358071
20/07/2021;León;7,574896751
20/07/2021;Zamora;7,805299539
20/07/2021;Segovia;8,091620009
20/07/2021;Soria;6,855128103
20/07/2021;Valladolid;8,388998009
20/07/2021;Castilla y León;8,077541544
20/07/2021;Burgos;8,433412722
20/07/2021;Palencia;8,082823068
20/07/2021;Salamanca;9,089706437
19/07/2021;Soria;6,837264637
19/07/2021;Valladolid;8,375940572
19/07/2021;Zamora;7,774117076
19/07/2021;Burgos;8,397800472
19/07/2021;Ávila;6,936375856
19/07/2021;León;7,566674076
19/07/2021;Palencia;8,051657936
19/07/2021;Salamanca;9,085469058
19/07/2021;Segovia;8,069498663
19/07/2021;Castilla y León;8,058426145
18/07/2021;Ávila;6,92436066
18/07/2021;Soria;6,822433124
18/07/2021;Valladolid;8,361575857
18/07/2021;Castilla y León;8,041211688
18/07/2021;Salamanca;9,08523502
18/07/2021;Segovia;8,05943928
18/07/2021;Burgos;8,351413331
18/07/2021;León;7,554029616
18/07/2021;Palencia;8,024709042
18/07/2021;Zamora;7,772674979
17/07/2021;Valladolid;8,347503521
17/07/2021;Burgos;8,330858466
17/07/2021;Segovia;8,044091595
17/07/2021;Soria;6,796546508
17/07/2021;Ávila;6,909668676
17/07/2021;León;7,544728113
17/07/2021;Palencia;8,015408309
17/07/2021;Salamanca;9,083466845
17/07/2021;Zamora;7,767308403
17/07/2021;Castilla y León;8,028708153
16/07/2021;León;7,529710319
16/07/2021;Segovia;8,043369023
16/07/2021;Valladolid;8,336692825
16/07/2021;Salamanca;9,078349016
16/07/2021;Ávila;6,903980256
16/07/2021;Burgos;8,298246607
16/07/2021;Palencia;7,992714262
16/07/2021;Soria;6,783650019
16/07/2021;Zamora;7,758495242
16/07/2021;Castilla y León;8,014461837
15/07/2021;Burgos;8,255247531
15/07/2021;Valladolid;8,318251736
15/07/2021;León;7,511198195
15/07/2021;Palencia;7,970661206
15/07/2021;Salamanca;9,058989828
15/07/2021;Segovia;8,033331138
15/07/2021;Soria;6,763419207
15/07/2021;Zamora;7,743765134
15/07/2021;Castilla y León;7,992527498
15/07/2021;Ávila;6,887514267
14/07/2021;Burgos;8,212603946
14/07/2021;Zamora;7,72969242
14/07/2021;León;7,494022453
14/07/2021;Segovia;8,016736791
14/07/2021;Ávila;6,866867904
14/07/2021;Palencia;7,932395264
14/07/2021;Salamanca;9,037813041
14/07/2021;Soria;6,747732367
14/07/2021;Valladolid;8,294981509
14/07/2021;Castilla y León;7,967890099
13/07/2021;Burgos;8,178419387
13/07/2021;Soria;6,739517924
13/07/2021;Valladolid;8,266915724
13/07/2021;Palencia;7,90278308
13/07/2021;Salamanca;9,024912877
13/07/2021;Segovia;7,996746347
13/07/2021;Zamora;7,698080942
13/07/2021;Ávila;6,848914208
